smiles,ESOL,group
C=CC(O)CCC,-0.59,training
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,-3.931,training
CCCCOCCCC,-1.85,training
CCCCCCCCCCCCO,-4.8,test
CCN1c2nc(N(C)CCO)ccc2NC(=O)c2cccnc21,-3.36,training
CCCC(C)(C)O,-0.49,training
Nc1nc(=O)[nH]cc1F,-0.972,training
CCCCOc1ccc(C(=O)OCC)c(N(CC)CC)c1,-3.84,training
CCCCCC(C)(C)O,-1.72,training
Cc1c(C)c(C)c(C)c(C)c1C,-5.23,valid
Cc1ccc(C(C)C)c(O)c1,-2.22,test
c1cnc2ncncc2n1,0.02,training
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,-4.66,training
C,-0.9,training
c1ccc2c(c1)CCN2,-1.04,test
O=[N+]([O-])c1cccc2ccccc12,-3.54,test
CCC(C)C(C)=O,-0.67,training
Nc1nc(O)nc2nc[nH]c12,-3.401,test
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,-4.445,training
C[N+](=O)[O-],0.26,training
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,training
C=CCCC=C,-2.68,training
c1ccc2[nH]ccc2c1,-1.52,training
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69,training
C=CCCCC,-3.23,training
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79,training
CCC1CCCCC1,-4.25,valid
CCCCCCCC(C)=O,-2.58,training
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,-3.88,training
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,training
CCN1c2ncccc2C(=O)N(C)c2ccc(Cl)nc21,-4.114,training
CNC(=O)Oc1cccc2ccccc12,-3.224,training
C#C,0.29,training
Cc1cncc(C)c1,0.38,training
C1=CCC=CC1,-2.06,valid
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-2.518,training
CC(O)c1ccccc1,-0.92,test
CC(Cl)CCl,-1.6,training
CCCC=C(C=O)CC,-2.46,training
CCOP(=S)(OCC)SCCSCC,-4.23,training
CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.284,training
Clc1ccc(-c2c(Cl)cccc2Cl)cc1,-6.14,training
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02,training
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46,valid
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.6370000000000005,training
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24,training
Cc1cc(C)cc(C)c1,-3.4,training
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,-5.115,training
CCCCCCCCCCCCCCCO,-6.35,training
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39,training
CC1(C)C(=O)NC(=O)NC1=O,-1.742,training
CC(C)I,-2.09,training
O=[N+]([O-])c1ccccc1[N+](=O)[O-],-3.1,training
CC(=O)C(C)C,-0.12,training
CCCCCCCCCCCCCCCC,-8.4,training
Cc1cccc2sc3nncn3c12,-2.07,training
CCCCCCC(C)=O,-2.05,training
CCCCCCCCC(=O)OC,-3.38,training
Fc1ccc(F)cc1,-1.97,training
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,-2.676,training
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.68,training
CCO,1.1,valid
O=C1NC(=O)C2(CCCC2)C(=O)N1,-2.349,valid
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83,test
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,training
CN(C)C(=O)NC1CCCCCCC1,-2.218,training
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,-6.8,training
CCCCCCCCBr,-5.06,training
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,-4.883,training
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,-0.364,training
CCC(O)CC,-0.24,training
Cc1ccc([N+](=O)[O-])cc1,-2.49,training
CC(C)CCCO,-1.14,training
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,-4.57,training
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93,training
Nc1cnn(-c2ccccc2)c(=O)c1Cl,-2.878,training
CCC(C)(C)O,0.15,training
Cc1ccc(O)cc1,-0.73,valid
CCOC=O,0.15,training
CN(C)c1ccccc1,-1.92,training
C1CCC2CCCCC2C1,-5.19,training
CCCCS,-2.18,training
c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,-7.8,training
ClC(Cl)=C(Cl)Cl,-2.54,training
CCC(=O)CC,-0.28,training
C=CC#N,0.15,training
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.613,test
CCCCC(C)=O,-0.8,training
CCNc1nc(NC(C)(C)C)nc(OC)n1,-3.239,training
CCCCC(C)CC,-5.16,training
BrCCBr,-1.68,test
CNC(=O)Oc1ccccc1C(C)C,-2.863,training
O=C1NCCN1c1ncc([N+](=O)[O-])s1,-3.22,test
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68,training
COc1ccccc1Cl,-2.46,training
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09,training
O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,-5.03,training
C=CC(=O)OC,-0.22,training
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,-4.89,training
c1ccc(N=Nc2ccccc2)cc1,-4.45,training
Cc1ccc(C(C)C)cc1,-3.77,training
Oc1c(Cl)cccc1Cl,-1.79,training
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,0.79,training
OC1C(O)C(O)C(O)C(O)C1O,0.35,training
Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17,training
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.111,training
CCC(O)(CC)CC,-0.85,training
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41,valid
Brc1ccccc1Br,-3.5,training
Oc1c(Cl)cc(Cl)cc1Cl,-2.34,training
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],-5.16,training
O=C1c2ccccc2Cc2ccccc2N1CCF,-4.799,training
CC(C)C(=O)C(C)C,-1.3,training
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.593,training
COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,-2.943,training
Cn1c(=O)c2c(ncn2C)n(C)c1=O,-0.8759999999999999,training
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-4.173,training
Cc1ccc(O)cc1C,-1.38,training
c1ccc(Oc2ccccc2)cc1,-3.96,training
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56,test
NC(=O)c1cccnc1,0.61,valid
Sc1ccccc1,-2.12,training
CNC(=O)Oc1cc(C)cc(C)c1,-2.5810000000000004,training
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,-6.86,training
CSSC,-1.44,training
NC(=O)c1ccccc1,-0.96,training
Clc1ccccc1Br,-3.19,training
COC(=O)c1ccccc1OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O,-0.742,test
CCCCC(O)CC,-1.47,training
CCN1c2ncccc2C(=O)Nc2c(C)cc(C)nc21,-4.553999999999999,training
Oc1cc(Cl)cc(Cl)c1,-1.34,training
Cc1cccc2c1ccc1ccccc12,-5.85,training
CCCCC(CC)CO,-2.11,valid
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.2860000000000005,valid
Cc1ccccc1,-2.21,test
Clc1cccc(C(Cl)(Cl)Cl)n1,-3.76,training
C1=CCCCCC1,-3.18,training
CN(C)C(=S)SSC(=S)N(C)C,-3.9,valid
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-3.2460000000000004,training
CCCCCCCCCCO,-3.63,test
CCC(C)(C)CC,-4.23,training
CNC(=O)C(C)SCCSP(=O)(OC)OC,1.144,training
Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-3.15,training
CCCC=O,-0.01,training
CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9,training
CCCC,-2.57,training
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.099,training
ClC(Cl)C(Cl)(Cl)Cl,-2.6,test
CCOC(=O)c1ccccc1C(=O)OCC,-2.35,test
CC(C)CO,0.1,training
CC(C)Cc1ccccc1,-4.12,valid
ICI,-2.34,test
CCCC(O)CCC,-1.4,test
CCCCCOC(C)=O,-1.89,test
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-3.37,training
CCCc1ccccc1,-3.37,training
FC(F)(Cl)C(F)(F)Cl,-2.74,training
CC=CC=O,0.32,training
CN(C)C(=O)N(C)C,0.94,training
Cc1cc(C)c(C)cc1C,-4.59,training
C#CC1(OC(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.8,training
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,-3.35,training
O=C(Nc1ccccc1)c1ccccc1O,-3.59,training
C=C(Cl)CSC(=S)N(CC)CC,-3.39,training
CCCl,-1.06,training
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,-3.24,training
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,-3.46,training
C/C=C\CC,-2.54,training
CNC(=O)ON=C(CSC)C(C)(C)C,-1.62,valid
O=C1NC(=O)C2(CCCCCCC2)C(=O)N1,-2.982,training
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24,training
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,-3.62,training
O=C(c1ccccc1)c1ccccc1,-3.12,training
CCCCCCCCCCCCCCCCCCCC,-8.172,training
c1ccc(NNc2ccccc2)cc1,-2.92,training
CCC(CC)CO,-1.17,training
Oc1ccncc1,1.02,training
Cl/C=C\Cl,-1.3,test
CC1CCCC1,-3.3,training
CC(C)CC(C)O,-0.8,training
Cc1ccc2c(c1)C(=O)N(C)c1cc(N)ccc1O2,-3.928,training
CC(C)(C)CO,-0.4,test
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61,training
Cc1cc(C(=O)NNCc2ccccc2)no1,-2.461,training
C=CC,-1.08,training
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.953,training
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,-4.632,training
O=C1c2ccccc2C(=O)c2ccccc21,-5.19,training
CCCCCCC(C)O,-2.09,training
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.281,training
CCCCc1ccccc1,-4.06,test
O=C1NC(=O)C(=O)N1,-0.4,training
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,-6.237,training
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,-3.451,training
CC(=O)OCC(C)C,-1.21,training
CC(C)C(C)(C)C,-4.36,training
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-7.66,training
N#Cc1ccccc1C#N,-2.38,test
Cc1cccc([N+](=O)[O-])c1,-2.44,training
FC(F)(F)C(Cl)Br,-1.71,training
CNC(=O)ON=C(SC)C(=O)N(C)C,0.106,training
CCSCCSP(=S)(OC)OC,-3.091,valid
CCC(C)C,-3.18,training
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522,test
