smiles,Mutagenicity_top20_6_brics_mol,group
CNc1cc2nc3cc(N)ccc3nc2cc1N,1,test
CC(CC[N-][N+]#N)c1nc(-c2nc(-c3nc(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])c4ccccc4n3)nc3ccccc23)nc2ccccc12,1,test
O=C1NCNC(=O)C1(OOC1(S/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(=O)NCNC1=O)S/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl,1,test
Nc1ccc(-c2nc(N)c3ncn(-c4ccc([NH+]([O-])O)cc4)c3n2)cc1Cl,1,test
CC(=O)N(O)c1ccc(C2(O)Cc3c(O)c4c(c(O)c3C(O[C@H]3CO3)C2)C(=O)c2c(O)cccc2C4=O)cc1,1,test
O=C1c2ccccc2C(=O)c2c1cccc2-c1ccc2c3c(nn2-c2ccc4c5c(nn4[C@H]4CO4)-c4ccc(Cl)cc4Sc25)-c2ccc(Cl)cc2Sc13,1,test
Nc1ncnc2c1ncn2-c1cn(-c2cc3c(c4oc(=O)c5c(c24)C(O)CC5O)C2C=COC2O3)c2cc(-c3cc4c(c5oc(=O)c6c(c35)C(O)CC6O)C3C=COC3O4)c(F)cc2c1=O,1,test
O=C1c2ccccc2-c2ccc(-c3c(OP4(=O)OCc5ccccc5O4)ccc4cc5[n+](cc34)CCc3cc4c(cc3-5)OCO4)c3cccc1c23,1,test
CC1(C)CC2C(O)(C=C(C=O)C34CC23C(=O)OC4O)C1c1cccc(N=C(O)c2csc([N+](=O)[O-])c2)c1,1,test
O=C1c2cccc(-c3cccc4c3C(=O)c3cccc(Cl)c3C4=O)c2C(=O)c2cccc(Cl)c21,1,test
COP(=O)(OC)Sc1ccc([N+](=O)[O-])c2c(-c3ccc([N+](=O)[O-])c4c(OO)c5ccccc5nc34)c3ccccc3nc12,1,test
N=c1ccc2c3ccc([NH3+])cc3c(-c3cc4c5c(cccc5c3)-c3ccccc3-4)n(-c3nsc4ccc(N)cc34)c-2c1,1,test
O=C(CO)C1CO1,1,test
Cc1c2ccccc2c(-c2c3ccccc3c(C)c3ccccc23)c2ccccc12,1,test
N=C(O)c1cc(-c2ccc3c(c2O)C(=O)c2ccccc2C3=O)c([N+](=O)[O-])cc1[N+](=O)[O-],1,test
Cc1c2ccccc2c([C@@H]2CO2)c2c1ccc1ccccc12,1,test
Cc1cc(O)c2c(c1)C(=O)c1cc(-c3cc4c(-c5ccc([N+](=O)[O-])cc5-c5ccc(N=Nc6ccccc6)cc5)c5ccoc5nc4cc3-c3ccc(N=Nc4ccccc4)cc3)cc(O)c1C2=O,1,test
O=c1c2c(O)c3c(cc2oc2c(-c4ccc([N+](=O)[O-])cc4)ccc(O)c12)OC1OC=CC31O,1,test
O=c1c2c(-c3ccc(-c4ccc([N+](=O)[O-])s4)c([N+](=O)[O-])c3)c3c(cc2oc2c(-c4ccc(O)c5c(=O)c6c(-c7ccc([N+](=O)[O-])s7)c7c(cc6oc45)O[C@@H]4OC=C[C@@H]74)ccc(O)c12)O[C@@H]1OC=C[C@@H]31,1,test
CC(=O)N(OC/C(Cl)=C/Cl)c1ccc(-c2cc3c(c4c2c([N+](=O)[O-])cc2c(ON(C(C)=O)c5ccc(C6CO6)cc5)cccc24)OCO3)cc1,1,test
CC(=O)N(Oc1c2ccccc2nc2ccccc12)c1ccc(-c2ccc(N)cc2-c2ccc(N)cc2N2C3c4ccccc4-c4ccccc4C32)cc1,1,test
CC1(O)NC(=O)C2(C3CO3)OC12C,1,test
Cc1cccc2c(-c3ccc([NH+]([O-])O)cc3[NH+]([O-])O)c3ccc(N=[N+]=[N-])cc3nc12,1,test
Nc1ccc(OO)cc1,1,test
O=Cc1ccc2c(-c3ccc4nc5cc(Cl)ccc5c(-c5c6ccc(Cl)cc6nc6ccc(-c7csc([N+](=O)[O-])c7)cc56)c4c3)cocc1-2,1,test
C[C@@]12O[C@]1(n1cnc3c(N)[n+]([O-])cnc31)C(=O)O[C@H]2n1cnc2c(N)[n+]([O-])cnc21,1,test
[N-]=[N+]=NCCc1nsc2c(N)cccc12,1,test
Cc1ccc([N+](=O)[O-])cc1[C@@H]1CC[C@H](c2ccc(N=O)cc2)O1,1,test
Cc1cccc2c(-c3nc4c(cc3F)c(=O)c(-c3c5ccc(N=[N+]=[N-])cc5nc5c(C)cccc35)cn4-c3c4ccc(N=[N+]=[N-])cc4nc4c(C)cccc34)c3ccc(N=[N+]=[N-])cc3nc12,1,test
CS(=O)(=O)Oc1ccc([N+](=O)[O-])cc1,1,test
Cc1ccc(NN=NCC2OC(c3ccc(O)c4c(=O)c5c(O)c6c(cc5oc34)OC3OC=CC63O)CC2N=[N+]=[N-])cc1,1,test
CN(Cc1cc(CN(C)N=O)c2nc3occc3c(-n3ccnc3[N+](=O)[O-])c2c1)N=O,1,test
O=C1CCc2c1c(=O)oc1c3c(cc(-c4ccc(O)c5c(=O)c6c(-c7ccc(O)c8c(=O)c9c(-c%10cc%11c(c%12oc(=O)c%13c(c%10%12)CCC%13=O)C%10C=COC%10O%11)cc%10c(c9oc78)[C@@H]7C=CO[C@H]7O%10)cc7c(c6oc45)[C@@H]4C=CO[C@H]4O7)c21)OC1OC=CC31,1,test
O=C(Cl)C12OC1C(O)(C13OC1C(O)(n1ccnc1)NC3=O)NC2=O,1,test
O=[N+]([O-])c1c(N2C3c4ccccc4-c4ccccc4C32)nc2n1CCS2,1,test
Nc1ccc(-c2ccc3nc4ccc(-c5ccc6nc7ccc(-c8c9ccccc9cc9c8ccc8ccccc89)cc7[o+]c6c5)cc4[o+]c3c2)cc1-c1c2ccccc2cc2c1ccc1ccccc12,1,test
OC1c2ccc3c(C4CO4)c4ccccc4cc3c2C2OC2C1O,1,test
Cn1c(N)nc2c3nc(-c4cc(N=Nc5c(Br)cc([N+](=O)[O-])cc5[N+](=O)[O-])c(-c5c(O)cc6c(c5O)C(=O)c5ccccc5C6=O)cc4-c4c(O)cc5c(c4O)C(=O)c4ccccc4C5=O)c(-c4c(O)cc5c(c4O)C(=O)c4ccccc4C5=O)nc3ccc21,1,test
CC1OC(=O)C2(n3cnc4c(N)[n+]([O-])cnc43)OC12C,1,test
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,1,test
N=c1ccc2c3ccc([NH3+])cc3c(-c3ccc([N+](=O)[O-])c4c(CC(=O)NO)c5ccccc5nc34)n(-c3c4cc([NH3+])ccc4c4ccc(=N)cc-4n3-c3csc([N+](=O)[O-])c3)c-2c1,1,test
N#[N+][N-]c1ccc2c(-c3cc4ccc5cccc6ccc(c3)c4c56)c3ccc([N-][N+]#N)cc3nc2c1,1,test
CC(=O)N(O)c1ccc(-c2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(-c6ccc([NH+]([O-])O)s6)cc5)cc4)cc3)cc2)cc1,1,test
Nc1ccc(-c2c3cccc4ccc5cc6cccc7ccc2c(c76)c5c43)cc1,1,test
O=c1c(-c2cc([N+](=O)[O-])ccc2-c2ccc([N+](=O)[O-])cc2-c2c3ccccc3nc3ccccc23)c(-c2c3ccccc3nc3ccccc23)oc2cc(O)cc(O)c12,1,test
CC(O)=Nc1ccc([N+](=O)[O-])cc1ON(Oc1c2ccccc2cc2ccccc12)C(=O)c1nc2sccn2c1[N+](=O)[O-],1,test
Cc1cc(O)c2c(c1O)C(=O)c1cc(C3CO3)cc(O)c1C2=O,1,test
Oc1ccc2c3c(-c4cc5c(c6oc(O)c7c(O)ccc-7c46)C4C(O5)OC5OC54)cc4c(c3oc(O)c1-2)C1C(O4)OC2OC21,1,test
O=C1Nc2cc3c(-c4c(F)cc5c(=O)c(-c6ccc7c8c(cccc68)OC([N+](=O)[O-])=C7)cn(-c6cccc7c6cc6c8c(cc9c(c87)OCO9)C(=O)N6)c5c4F)cccc3c3c4c(cc1c23)OCO4,1,test
CN(Cc1ccc(N)c(Cl)c1)N=O,1,test
Nc1ccc(-c2nc(-c3cccc4c3C(=O)c3cccc(Cl)c3C4=O)[nH]c2-c2ccc(N)cc2)cc1,1,test
Nc1ccc(-c2cc3c(c4ccc5ccccc5c24)CCC3=O)cc1,1,test
Nc1ccc(-c2c3ccccc3c(Cl)c3ccccc23)c(N)c1,1,test
O=c1c2c(-c3cc4c(c5oc6cccc(-c7ccc8c9c(cccc79)-c7cc(O)ccc7-8)c6c(=O)c35)[C@@H]3C=CO[C@H]3O4)cccc2oc2c3c(cc(-c4ccc([N+](=O)[O-])o4)c12)O[C@@H]1OC=C[C@@H]31,1,test
Nc1c(N=Nc2ccc(-c3cc4c(c5c3c([N+](=O)[O-])cc3ccccc35)OCO4)cc2)cc(S(=O)(=O)O)c2ccccc12,1,test
CC(=O)N=C1CC(=O)C(Oc2ccc(-c3ccc(-n4cnc5c(N)[n+]([O-])cnc54)c4c3C(=O)c3ccccc3C4=O)c3c2C(=O)c2ccccc2C3=O)=CC1=O,1,test
Cc1cc(N)c(C)c2c1[nH]c1ccc(-c3cc4c(c5oc(=O)c6c(c35)CCC6O)C3C=COC3O4)cc12,1,test
CN(Cc1ccc(-c2ccc(-c3ccc4c(CN(C)N=O)c5ccoc5nc4c3)c(N)c2)cc1N)N=O,1,test
C[C@@]12O[C@]1(n1ccnc1[N+](=O)[O-])C(=O)O[C@H]2C(=O)n1s/c(=N\C(=O)[C@]23O[C@@]2(C)[C@H](n2ccnc2[N+](=O)[O-])OC3=O)c2cc([N+](=O)[O-])ccc21,1,test
CS(=O)(=O)Oc1cn([C@H]2O[C@@H](OS(C)(=O)=O)[C@H](O)[C@@H](O)[C@@H]2O)c2cc([C@@H]3CO3)c(F)cc2c1=O,1,test
[N-]=[N+]=Nc1ccc2nc3ccccc3c(-c3cc4c(cc3F)n3c(=O)[nH]c(=O)cc3n4-c3cc4c(cc3F)n3c(=O)[nH]c(=O)cc3n4-c3c4ccccc4nc4ccc(N=[N+]=[N-])cc34)c2c1,1,test
CN(Cc1c2ccc(-c3ccc(-n4ccnc4)cc3N)cc2nc2occc12)N=O,1,test
[N-]=[N+]=NC1CC(c2c3ccccc3c3ccc4cccc5ccc2c3c54)OC1CC(=O)NO,1,test
O=NN(c1ccc([N+](=O)[O-])cc1)C1OC(c2nc3c(cc2F)c(=O)c(N2C4c5ccccc5-c5ccccc5C42)cn3-c2ccc3nc4occc4c(C4OC(N(N=O)c5ccc([N+](=O)[O-])cc5)C(O)C4O)c3c2)C(O)C1O,1,test
CN(N=O)C(=O)c1ccc([NH+]([O-])O)o1,1,test
CC12OOC1(C)c1cccc(-c3ccc([N+](=O)[O-])s3)c1O2,1,test
N#[N+][N-]C1CC(NC2=CC(=O)c3ccccc3C2=O)OC1NC1=CC(=O)c2ccccc2C1=O,1,test
CC(=O)CN(COc1ccc(O)c(O)c1)N=O,1,test
Clc1c2ccccc2c(-c2ccc3c(c2)c2cc(-c4c5ccccc5c(Cl)c5ccccc45)ccc2c2c4ccc(-c5cccc6nc7ccccc7cc56)cc4c4cc(-c5cccc6nc7ccccc7cc56)ccc4c32)c2ccccc12,1,test
Nc1ccc(-n2nc3c4c(c(-n5nc6c7c(c(-c8ccc([N+](=O)[O-])ccc8=O)ccc75)Sc5cc(Cl)ccc5-6)ccc42)Sc2cc(Cl)ccc2-3)cc1,1,test
Cc1cc2ncccc2c2nc(-n3cc(-c4cc(O)cc5oc6c(O)ccc(O)c6c(=O)c45)c(=O)c4cc(F)c(-c5cc(O)cc6oc7c(O)ccc(O)c7c(=O)c56)cc43)n(C)c12,1,test
Cn1c(N)nc2c3nc(-c4nc5ccc6c(nc(N)n6C)c5nc4-c4oc([N+](=O)[O-])c(Cl)c4Cl)c(-c4oc([N+](=O)[O-])c(Cl)c4Cl)nc3ccc21,1,test
Nc1ccc(-c2ccc(N=Nc3ccc(N4C5c6ccccc6-c6ccccc6C54)cc3)cc2)c([NH+]([O-])O)c1,1,test
O=C1N(/N=C/c2ccc([NH+]([O-])O)o2)CCN1c1ccc([N+](=O)[O-])c2c(-c3ccc([N+](=O)[O-])c4c(N5CCN(/N=C/c6ccc([NH+]([O-])O)o6)C5=O)c5ccccc5nc34)c3ccccc3nc12,1,test
O=[N+]([O-])c1ccccc1-c1c2cccc3ccc4cc5cccc6ccc1c(c65)c4c32,1,test
O=C(Cl)[C@H]1O[C@@H](c2ccc3ccc4cccc5ccc2c3c45)C[C@@H]1O,1,test
Cc1c2ccccc2c(-c2ccc3ccc4cccnc4c3n2)c2ccccc12,1,test
N=c1ccc2c3ccc([NH3+])cc3c(-c3ccc([N+](=O)[O-])c4c(CC(=O)NO)c5ccccc5nc34)n(-c3ccc([N+](=O)[O-])c4c(-c5csc([N+](=O)[O-])c5)c5ccccc5nc34)c-2c1,1,test
O=C(c1cc2ccccc2c2ccc3ccccc3c12)N(Oc1cc2c(c3oc(O)c4c(O)cc(O)c-4c13)C1C=COC1O2)Oc1cc2ccccc2c2ccc3ccccc3c12,1,test
O=NOc1cc(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])c(-c2c3ccccc3nc3cccc([N+](=O)[O-])c23)cc1-c1c2ccccc2nc2cccc([N+](=O)[O-])c12,1,test
Nc1ccc(N=Nc2ccccc2)cc1-c1c2ccccc2c(Cl)c2ccccc12,1,test
CC(=O)N(Oc1ccccc1[N+](=O)[O-])c1ccc(C2CC([N-][N+]#N)C(ON(C(C)=O)c3ccc(OO)cc3)O2)cc1,1,test
[O-][NH+](O)c1cc(-c2c3ccccc3nc3ccccc23)ccc1C1CO1,1,test
N#[N+][N-]c1ccc2c(-c3ccc([N+](=O)[O-])cc3-c3cc([N+](=O)[O-])ccc3-c3c4ccccc4nc4cc([N-][N+]#N)ccc34)c3ccccc3nc2c1,1,test
O=[N+]([O-])c1cc(C(O)=Nc2cccc(C3CO3)c2)cs1,1,test
CC12OOC1(C)c1cccc(-c3ccc(N=Nc4ccc(-c5ccc([NH+]([O-])O)o5)cc4)cc3)c1O2,1,test
Cc1cc(-c2ccc(/N=N/c3ccc(-c4ccc([N+](=O)[O-])cc4N)cc3)c(C)c2)ccc1/N=N/c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,1,test
O=CN(O)c1ccc(-c2cc(-c3cc(-c4cccc5cc6ccccc6nc45)cc(=O)n3N=Cc3ccc([N+](=O)[O-])o3)cc(=O)n2N=Cc2ccc([N+](=O)[O-])o2)cc1,1,test
O=[N+]([O-])c1cc(Br)c(N=Nc2cc(-c3cc4cccc5ccc6cc7ccccc7c3c6c54)c(-c3cc4cccc5ccc6cc7ccccc7c3c6c54)cc2[C@H]2CO2)c([N+](=O)[O-])c1,1,test
Nc1ncc(-c2cn3cccc(-c4cn5cccc(-c6cc([NH+]([O-])O)cs6)c5n4)c3n2)c(N)n1,1,test
CC(=O)N(OC/C(Cl)=C/Cl)c1ccc(-c2nc(Cl)c(N)nc2N)cc1,1,test
N#[N+][N-]CC(O)Cc1cc2c(c3ccc4ccccc4c13)CCC2=O,1,test
Cc1cc2nc3ccc(-c4ccc5nc6cc(C)c(N)cc6nc5c4)cc3nc2cc1N,1,test
[O-][NH+](O)c1ccc(-c2ccc([NH+]([O-])O)cc2)cc1,1,test
CC(=O)N(O)c1ccc(-c2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1,1,test
O=c1cc2n(-c3ccc(NO)cc3)c3cc(-c4ccc5cc6ccc(-c7ccc(NO)cc7)cc6nc5c4)c(F)cc3n2c(=O)n1O,1,test
Nc1ccc(C2OC(N(O)c3ccc(C4OC(N(O)c5ccc(-c6ccc(N(O)C7OC(c8ccccc8[N+](=O)[O-])C(O)C(O)C7O)cc6)cc5)C(O)C(O)C4O)cc3)C(O)C(O)C2O)c(N)c1,1,test
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1cc(O)c(O)cc1O,1,test
Cc1cc(N)c(C)c2c1[nH]c1ccc(-c3ccc4[nH]c5c(C)cc(N)c(C)c5c4c3)cc12,1,test
O=NN1CCc2cc(-c3cc4c(cc3-c3ccc([N+](=O)[O-])o3)CN(N=O)CC4)c(S/C(Cl)=C(\Cl)C(Cl)=C(Cl)Cl)cc2C1,1,test
CC12OOC1(C)c1cc(C3CO3)ccc1O2,1,test
Cc1cc(O)c2c(c1)C(=O)c1cc(-c3c4cc(-n5cnc6c(NO)nc(N)nc65)c(-n5cnc6c(NO)nc(N)nc65)cc4nc4occc34)cc(O)c1C2=O,1,test
O=[N+]([O-])c1cc(Br)c(N=Nc2cc([C@H]3CO3)c([C@H]3CO3)cc2-c2cc3cccc4ccc5cc6ccccc6c2c5c43)c([N+](=O)[O-])c1,1,test
Cc1ccc2nc3c(ccc4ccccc43)c(C(Cl)(Cl)Cl)c2c1,1,test
Cl/C=C(/Cl)Sc1cc2ccnc(-c3cccc4ncc([C@H]5CO5)nc34)c2cc1S/C(Cl)=C\Cl,1,test
O=NOc1c2ccccc2nc2cccc([N+](=O)[O-])c12,1,test
Cc1cc2c(nc(N)n2C)c2nc(-c3ccc(O)c4c(=O)c5c(-c6cnc7c(C)cc8c(nc(N)n8C)c7n6)cc(-c6ccc(NO)cc6)cc5oc34)cnc12,1,test
Cc1ccc2nc3c(ccc4ccccc43)c(-c3ccc4nc(C(Cl)(Cl)Cl)c(C(Cl)(Cl)Cl)nc4c3C)c2c1,1,test
Cc1cc2ccccc2c2c(-c3ccc([N+](=O)[O-])cc3)cc3c(c12)CCC3=O,1,test
Nc1c2ccccc2nc2ccc(-c3ccc(/N=C/c4ccc(OCO)cc4)cc3)cc12,1,test
ONc1ccc(C(c2ccc(NO)cc2)C(Cl)Cl)cc1,1,test
N#[N+][N-]c1ccc2c(-c3c4ccc([N-][N+]#N)cc4nc4cc([N-][N+]#N)ccc34)c3ccc([N-][N+]#N)cc3nc2c1,1,test
N#[N+][N-]C(c1ccc(N(O)C=O)cc1)C(O)CO,1,test
Nc1ccc(-c2ccc(N=Nc3ccc(-c4ccc(N=Nc5ccc(-c6ccc(N=Nc7ccc(-c8ccc(N)c(Cl)c8)nc7)cc6)nc5)cc4)nc3)cc2)cc1Cl,1,test
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1[C@H](Oc1cc2c(c(-c4cc(-c5cc6c(c(-c7ccc([N+](=O)[O-])cc7)c5)C5C(O6)OC6OC65)cc5c4C4C(O5)OC5OC54)c1)C1C(O2)OC2OC21)C3,1,test
O=C1CCc2c1cc(C1Cc3cccc4cccc(c34)C1)c1c2ccc2ccccc21,1,test
O=c1c2c(O)ccc(-c3ccc(C=Nn4nnc5c([nH]c6ccccc65)c4=O)cc3)c2oc2c3c(cc(-c4ccc(O)c5c(=O)c6c(-c7cc8c(c9oc%10c(-c%11ccc(C=Nn%12nnc%13c([nH]c%14ccccc%14%13)c%12=O)cc%11)ccc(O)c%10c(=O)c79)C7C=COC7O8)cc7c(c6oc45)C4C=COC4O7)c12)OC1OC=CC31,1,test
Nc1ccc(-c2c([N+](=O)[O-])oc(-c3cc4c(c5oc(O)c6c(O)ccc-6c35)C3(O)C=COC3O4)c2-c2cc3c(c4oc(O)c5c(O)ccc-5c24)C2(O)C=COC2O3)c2c1C(=O)c1ccccc1C2=O,1,test
CN(CC(=O)CON(OC12OC1(C)C(C)(O)NC2=O)C(=O)c1cc(/N=N/c2ccccc2)ccc1[NH+]([O-])O)N=O,1,test
O=C1C(c2nc3n(c2[N+](=O)[O-])CCS3)C(=O)N(c2nc3n(c2[N+](=O)[O-])CCS3)N1c1ccccc1[N+](=O)[O-],1,test
CN(CC(=O)CON(OC12OC1(C)C(C)(O)NC2=O)C(=O)C12OC1(C)C(C)(O)NC2=O)N=O,1,test
Cn1c(N)nc2cc(-c3ccc(O)c4c(=O)c5c(-c6ccc(O)c7c(=O)c8c(-c9cc%10c(c%11oc(=O)c%12c(c9%11)CCC%12=O)[C@@H]9C=CO[C@@H]9O%10)c9c(cc8oc67)OC6OC=CC96)c6c(cc5oc34)OC3OC=CC63)ccc21,1,test
COP(=O)(OC)SC1(c2c3ccccc3nc3cc([N-][N+]#N)ccc23)C(=O)NCNC1=O,1,test
O=C([C@H]1CO1)N(Oc1csc([N+](=O)[O-])c1)O[C@H]1CO1,1,test
O=C1CCc2c1cc(-c1ccc(O)c(O)c1)c1c2ccc2ccccc21,1,test
Cn1c([NH+]([O-])O)cnc1-c1ccc([NH+]([O-])O)cc1,1,test
Cc1ccc(C2(O)Cc3c(O)c4c(c(O)c3C(OCC3=CO[C@@H](c5ccc6ccc7ccc(O)cc7c6c5)[C@H]5C3=C[C@H](c3ccc6ccc7ccc(O)cc7c6c3)[C@]53CO3)C2)C(=O)c2ccccc2C4=O)cc1,1,test
[NH-][NH+]=CC(=O)N(CCCN=c1c2ccccc2[nH]c2ccc([N+](=O)[O-])cc12)C(=O)C=[NH+][NH-],1,test
COP(=O)(OC)Sc1cnc2nc(N)n(C)c2c1,1,test
CN1CCc2cc3c(c4c2C1Cc1cc(-c2cc5c(c6oc7cccc(O)c7c(=O)c26)C2C=COC2O5)c(-c2c5ccccc5nc5ccccc25)cc1-4)OCO3,1,test
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,1,test
O=[N+]([O-])c1ccc([C@H]2CO2)cc1,1,test
Cn1nc(-c2ccccc2N=C(O)c2csc([N+](=O)[O-])c2)cc1N,1,test
Cc1nc2ccc(-c3nc4cc([N+](=O)[O-])cc(-c5c(O)cc6c(c5-c5ccc7nc(C)c(C)nc7c5C)C(=O)c5ccccc5C6=O)c4nc3-c3ccc(N=O)cc3)c(C)c2nc1C,1,test
Cc1c(C(Cl)(Cl)Cl)ccc2nc(C(Cl)(Cl)Cl)c(-c3cc4ccccc4c4ccc5c(c34)C3OC3C(O)C5O)nc12,1,test
c1ccc2c(c1)-c1ccccc1C1C2N1c1ccc2ccc3cccnc3c2n1,1,test
O=c1c(=O)c2ccc(-c3c4ccoc4nc4c(-c5cc([N+](=O)[O-])cc6cccnc56)cc(-c5cc([N+](=O)[O-])cc6cccnc56)cc34)c3ccc4cccc1c4c32,1,test
Cc1nc2ccc(-c3nc4cc([N+](=O)[O-])cc(-c5ccc(N=O)cc5)c4nc3-c3c(O)cc4c(c3-c3ccc(N=O)cc3)C(=O)c3ccccc3C4=O)c(C)c2nc1C,1,test
Cc1c2c(cc(O)c1-c1c([N+](=O)[O-])ncn1C)C(=O)c1c(O)c(O)c(-c3nc(CN(C)N=O)c(CN(C)N=O)[nH]3)c(O)c1C2=O,1,test
c1cc2c3c(cccc3c1)CC([C@H]1CO1)C2,1,test
O=C(c1c2ccccc2cc2c1ccc1ccccc12)N(Oc1cccc2c(O)c3ccccc3nc12)OC1CO1,1,test
Nc1ccc([C@]2(O)Cc3c(O)c4c(c(O)c3[C@@H](O)C2)C(=O)c2c(cccc2-c2cccc3c2C(=O)c2c(O)c5c(c(O)c2C3=O)C[C@@](O)(c2ccc(N)cc2)C[C@@H]5O)C4=O)cc1,1,test
CC12OOC1(C)c1cccc(-c3ccc(N=Nc4ccc(-c5cn(-c6ccc([NH+]([O-])O)o6)c6cc7c(cc6c5=O)OCO7)cc4)cc3)c1O2,1,test
CC(=O)N(O)c1ccc(-c2ccc([N+](=O)[O-])o2)cc1,1,test
ClC(Cl)(Cl)C1OC1C(Cl)(Cl)Cl,1,test
O=CN(O)c1ccc(-c2cc(-c3cccc4cc5ccccc5nc34)cc(=O)n2N=Cc2ccc([N+](=O)[O-])o2)cc1,1,test
Cn1cnc(C2Cc3cc4ccc(=O)oc4cc3O2)c1[N+](=O)[O-],1,test
CCOS(=O)(=O)c1ccccc1,1,test
O=C(c1c2occc2cc2ccc(=O)oc12)N(Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],1,test
CN1CCc2cc3c(c4c2C1Cc1cc(-c2c5ccccc5nc5ccccc25)c(-c2c5ccccc5nc5ccccc25)cc1-4)OCO3,1,test
O=NN1CCSC1c1c2ccoc2nc2c(-c3cc4c(c5ccc6c(c35)C=C[C@H](O)[C@H]6O)CCC4=O)cccc12,1,test
Nc1nc2c3cccnc3ccc2n1-c1ccc(N=Nc2ccc(-c3cc4c(c5oc6cccc(O)c6c(=O)c35)[C@@H]3C=CO[C@H]3O4)cc2)cc1,1,test
O=c1c2c(-c3ccc(-c4ccc([N+](=O)[O-])s4)c([N+](=O)[O-])c3)c3c(cc2oc2c(-c4c5c(cc6oc7c(-c8ccc([N+](=O)[O-])s8)ccc(O)c7c(=O)c46)O[C@@H]4OC=C[C@@H]54)ccc(O)c12)O[C@@H]1OC=C[C@@H]31,1,test
Nc1ccc(-c2c3ccccc3cc3ccc4ccccc4c23)cc1,1,test
O=Cc1c(O)cc2c(c1SC(=O)Cl)C(=O)c1ccccc1C2=O,1,test
Cc1c2ccccc2c(-c2cc3ccnc4c3c(c2-c2c3ccccc3c(C)c3ccccc23)-c2cc(-c3cccc5c3-c3ccccc3C5)ccc2C4=O)c2ccccc12,1,test
O=Nn1cc([C@@H]2O[C@H]2c2cc3c4c(cccc4c2)-c2ccccc2-3)c2ccccc21,1,test
CC(=O)N(Oc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2)c1ccc2c(c1)Cc1ccccc1-2,1,test
Cc1cc(-c2cccc3nc4ccccc4cc23)ccc1N=Nc1ccccc1,1,test
O=[N+]([O-])c1cccc2c(-c3snc4c([N+](=O)[O-])cccc34)snc12,1,test
O=c1c(=O)c2ccc(-c3nc4c(-c5c6ccoc6nc6c(-c7ccc8c(=O)c(=O)c9cccc%10ccc7c8c%109)cc(-c7cc([N+](=O)[O-])cc8cccnc78)cc56)cccc4[nH]3)c3ccc4cccc1c4c32,1,test
N#[N+][N-]c1ccc2c(-c3ccc(NOS(=O)(=O)O)cc3N)c3ccc([N-][N+]#N)cc3nc2c1,1,test
Cc1cnc2ccc(-c3cc(N=Nc4ccc([N+](=O)[O-])cc4)c(-c4cc5c(c6oc(=O)c7c(c46)[C@@H](Cl)[C@@H](Cl)C7=O)[C@@H]4C=CO[C@@H]4O5)cc3-c3cc4c(c5oc(=O)c6c(c35)[C@@H](Cl)[C@@H](Cl)C6=O)[C@@H]3C=CO[C@@H]3O4)c(C)c2n1,1,test
Nc1ccc(-c2ccc(N=Nc3ccc(N=Nc4ccc(O)c(-c5ccccn5)c4)c4cc(S(=O)(=O)O)ccc34)cc2)cc1,1,test
O=[N+]([O-])c1c(-c2nc3n(c2[N+](=O)[O-])CCS3)nc2n1CCS2,1,test
O=C1c2c(O)ccc(-c3ccc4c(c3)c3cc(-c5ccc(O)c6c5C(=O)c5c([NH+]([O-])O)ccc(O)c5C6=O)ccc3c3c5ccc(-c6ccc(O)c7c6C(=O)c6c([NH+]([O-])O)ccc(O)c6C7=O)cc5c5cc(-c6ccc(O)c7c6C(=O)c6c([NH+]([O-])O)ccc(O)c6C7=O)ccc5c43)c2C(=O)c2c([NH+]([O-])O)ccc(O)c21,1,test
O=[N+]([O-])c1cc(C2CO2)ccc1Cl,1,test
C[C@@]12O[C@]1(c1ccc([C@]34O[C@@]3(C)[C@H](SC(Cl)=C(Cl)Cl)OC4=O)c([N+](=O)[O-])c1)C(=O)O[C@H]2SC(Cl)=C(Cl)Cl,1,test
Nc1nc(C2CO2)nc2c1ncn2-c1c2ccc(-c3ccc(NNC(=O)CCC(N)C(=O)O)cc3)cc2nc2occc12,1,test
Cc1ncc([N+](=O)[O-])n1-c1cccc2c1ccc1c(-c3cc4c(c5c3ccc3c(-c6ccc(NO)cc6)cccc35)OCO4)cc3c(c12)OCO3,1,test
