smiles,hERG_top20_6_brics_mol,group
C[C@]12CCC(=O)C[C@H]1C[C@@H](C(=O)O)[C@@H]2[C@H]1CN(NS(=O)(=O)CF)C(=O)N1[C@H]1[C@H](C(=O)O)C[C@@H]2CC(=O)CC[C@]12C,-1,test
O=C(O)c1nnc(C(=O)O)o1,-1,test
N#Cc1cc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)c2oc(-c3nc4cc(C#N)cc(-c5cc(C#N)cc6nc(C[C@]7(O)Cn8c(=O)ccc9ncc(F)c7c98)oc56)c4o3)nc2c1,-1,test
CN1CCN(c2nnc(N3CCN(C)C(=O)C3)o2)CC1=O,-1,test
CC(C)c1cnc2ccc(-c3ccc4ncc(-c5cnc6ccc([C@H]7CCn8cc([N+](=O)[O-])nc8O7)nn56)n4n3)nn12,-1,test
CS(=O)(=O)C[C@H](N)CNCC(=O)NC[C@@H](N)CS(C)(=O)=O,-1,test
Cc1c(Cl)c(-c2ccc3[nH]c(=O)oc3c2)nn1C(O)c1ccc2[nH]c(=O)oc2c1,-1,test
O=C(c1ccc(F)cc1)c1cc2cc(Br)ccc2nc1C(=O)c1ccc(F)cc1,-1,test
Cc1nnc(-c2nc3cc(C#N)cc(N(C)c4cccnc4C)c3o2)s1,-1,test
CN1CCC(CCC(=O)O)(N2Cc3cn(CCC(=O)O)nc3C2=O)CC1,-1,test
CN(C)c1nn(C)c2c(=O)nc(-c3nnc4n3CCN(c3nnc5n3CCN([C@H]3COCC[C@@H]3C#N)C5)C4)[nH]c12,-1,test
Cn1ccc(N(c2ccc3ncc(=O)n(-c4ccn(C)n4)c3c2)c2nc(N)nc(N)c2C#N)n1,-1,test
O=C(O)c1cc(C(=O)O)nc(-c2nc3ccc(Br)cc3cc2C(=O)O)c1,-1,test
Nc1ccccc1C(O)c1ccccc1N,-1,test
CC(=O)N(C)C,-1,test
CN(C)S(=O)(=O)c1cc(NC2(O)COC2)c(Cl)cc1F,-1,test
CN(C)c1cc2cc(Br)ccc2nc1N(C)c1cc2cc(Br)ccc2nc1N(C)C,-1,test
NS(=O)(=O)c1ccc(N2CCN([C@H](CC(=O)O)CN3CCN(c4ccc(S(N)(=O)=O)cc4)C(=O)C3)C(=O)C2)cc1,-1,test
O=C(O)Cc1cc(-c2cc3cc(Br)ccc3nc2C(=O)O)cc(C(=O)O)n1,-1,test
Cn1c(=O)n(CO)c2c3cc(-c4ccc5ncc6c(c5c4)n(-c4ccc5ncc7c(c5c4)n(CCO)c(=O)n7C)c(=O)n6C)ccc3ncc21,-1,test
CN(C)C(=O)c1cc(N(C)C)cc(C[C@]2(O)Cn3c(=O)ccc4ncc(F)c2c43)n1,-1,test
CS(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)nc2)cn1,-1,test
CN(C)c1nc(=O)c2c([nH]1)c(N1CCn3c(nnc3N3CCn4c(nnc4[C@H]4COCC[C@@H]4C#N)C3)C1)nn2C,-1,test
Cc1nc2cccnc2c(=O)n1-c1nnc(C(N)=O)o1,-1,test
CN1CCN(C2CC[N+](C3(c4ccnnc4)CCN(c4ccnnc4)CC3)CC2)CC1,-1,test
c1ccc([C@H]2Cc3c([nH]c4ccccc34)[C@@H](C3CCOCC3)N2)c(-c2ccccc2N2CCCC2)c1,1,test
c1ccc(N2Cc3ccccc3C2)cc1,1,test
c1nc(-c2ccc3ncnc(N4CCCC4)c3c2)c2cc(-c3ccc4ncnc(N5CCCC5)c4c3)ccc2n1,1,test
Fc1ccc(-c2ccc(N3CC[C@]4(C[C@@H]4c4ccccc4)C3)cc2)c(Br)c1,1,test
Cc1c(C)n(-c2ccc(Cl)c(F)c2)c2ncnc(-c3ccccc3)c12,1,test
Cc1nc(-c2ccc(-c3ccc4c(c3C)COC4=O)c(F)c2)sc1-c1ccc(-c2ccccc2)cc1,1,test
CN1CCN(C2(O)CCN(C3(O)CCN([C@]45CCC[C@H]4CN(C)C5)CC3)CC2)CC1,1,test
FC(F)(F)C12CCC(c3ccccc3)(CC1)CO2,1,test
Cc1ccc2c(-c3ccc(F)cc3[C@@H]3C[C@]34CCN(c3cccc5nc(C)ccc35)C4)cccc2n1,1,test
Cc1cc(C)c2nc(N3CCc4ccc(N5CCc6ccc(-c7ccc(Cl)c(Cl)c7)cc6CC5)cc4CC3)n([C@H]3CCCNC3)c2n1,1,test
NC(=O)c1ccc(Cl)cc1,1,test
Oc1cccc(-c2ccc(F)c(Cl)c2)c1,1,test
FC1CC[NH2+]CC1c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,1,test
Fc1ccc(-c2cccc(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)cc3)c2)cc1,1,test
Clc1ccc(-c2[nH]c3ccccc3c2-c2[nH]c3ccccc3c2C2CCC(c3ccc(Cl)c(Cl)c3)CC2)cc1Cl,1,test
C1=C(c2ccc(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)cc3)cc2)c2ccccc2OC12CCNCC2,1,test
O=C1CCc2ccc(F)cc2N1CCCN1c2ccccc2CCc2ccccc21,1,test
O=[N+]([O-])c1cccc(N2CCC(c3ncc(N4c5ccccc5Sc5ccc(Cl)cc54)cc3N3c4ccccc4Sc4ccc(Cl)cc43)CC2)c1,1,test
CN1CCC[C@@H](N2CCN(c3cccc(Cl)c3)CC2)C1,1,test
CCC1CCc2c(c3ccccc3n2C)C1=O,1,test
Cc1ccc(-c2ccc(-c3ccc(N4CCC(c5ccc(C)cc5)CC4)cc3)cc2)cc1,1,test
Cc1cc(Cl)cnc1[C@@H]1CC[C@H](c2ncc(Cl)cc2C)N1,1,test
CCN1CCC(N2CCC(F)(F)C2)CC1,1,test
c1cc(N2CCCCC2)ccc1C1CC[NH2+]CC1,1,test
Cc1c(-c2ccc(Cl)cc2)cccc1C(F)(F)F,1,test
CC1(N2CCN(c3cccc(N4CCN(c5ccc(C#N)cc5)CC4)c3)CC2)N=C(N)c2c(F)cccc2O1,1,test
Cn1c(C2COc3ccccc3C2)cc2cc(Cl)ccc21,1,test
Nc1nc(N2CCC(n3ccc4nc(N)nc(CC5c6ccccc6Sc6ccccc65)c43)CC2)c2c(ccn2CC2c3ccccc3Sc3ccccc32)n1,1,test
CC#Cc1cncc(C2CCCN(c3ccc(Cl)c(Cl)c3)C2)c1,1,test
O=c1c2cc(-c3ccccc3)c3ccccc3c2ncn1-c1nc2cc(-c3ccccc3)ccc2[nH]1,1,test
Nc1nccn2c(-c3cccc(Cl)c3Cl)nc(-c3ncnc4ccc(N5CCC(c6cccc(Cl)c6Cl)CC5)cc34)c12,1,test
CN1CCN(c2ccc(Cl)cc2)CC1,1,test
CN(C)c1ccc(-c2cc(S(C)(=O)=O)ccc2-c2cc(S(C)(=O)=O)ccc2-c2cc(Cl)cc(Cl)c2)cc1,1,test
Fc1ccc(-c2nc(OC(F)F)nc3cccc(-c4cccc(OC(F)F)c4)c23)cc1,1,test
c1ccc2oc(-c3ccc([C@@H]4CC[C@H](N5CCNCC5)[C@H](c5cc6ccccc6o5)C4)cc3)cc2c1,1,test
N#Cc1ccc(-c2ccc(-c3ccc(F)cc3)cc2)nc1,1,test
Brc1ccc2[nH]c3c(c2c1)CCC[C@H]3N[C@@H]1CC1(N[C@@H]1CCCc2c1[nH]c1ccc(Br)cc21)N1CCc2ccccc2[C@@H]1c1ccccc1,1,test
Cc1c2c(n3c1CCCN1CCCC[C@@H]1CNc1cc-3ccc1-c1cc(N3[C@H]4CC[C@@H]3C[C@H](N3[C@H]5CC[C@@H]3C[C@H](c3ccc6cc3NC[C@H]3CCCCN3CCCc3c(C)c7c(n3-6)CC(C)(C)CC7=O)C5)C4)c(F)cc1F)CC(C)(C)CC2=O,1,test
N#Cc1ccc(-c2c(Cl)c3c(Cl)cc(C45CCN(c6ccc(C#N)cc6)CCC4C5)nc3n2-c2ccccc2)cc1,1,test
Clc1cccc(-c2ccc3c(c2)[nH]c2c(-c4cc5sc(-c6cccc(Cl)c6)nc5cn4)cnc(-c4cccc(Cl)c4)c23)c1,1,test
NC1=NC(c2cccc(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)o3)c2)(c2ccnc(-c3ccc(F)cc3)c2)c2cccc(F)c21,1,test
N#Cc1ccc(-c2c(C#N)cnc3ccc(-n4cc(-c5ccc(C#N)cc5)c5cc(Cl)ccc54)cc23)cc1,1,test
Clc1cccc(N2CC3CC3(N3Cc4ccccc4C3)C2)c1Cl,1,test
CN1C[C@H](c2ccccc2)[C@@H](c2nc3c4c(ccc3o2)CCN(c2nc3c5c(ccc3o2)CCN(c2ccccc2)CC5)CC4)C1,1,test
Cc1c(N2CCN([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)CC2)ccc2c1COC2=O,1,test
Fc1ccc(-c2cc3c(Cl)cc(Cl)cc3c3cc(C4CCCCN4)ccc23)c(F)c1,1,test
Clc1ccc(N2CCCC2)cc1Cl,1,test
CN(C)C(=N)c1ccc(N2CCCC2)cc1,1,test
Cc1cc(C#N)ccc1-c1cc(C(C)(C)C)ccc1NC1=NC[C@@]2(CN3CCC2CC3)O1,1,test
CC1(C)CC(COC(=N)c2ccc(C3CC(C)(C)NC(C)(C)C3)s2)CC(C)(C)N1,1,test
Cc1ccc(N2[C@H]3CC[C@@H]2C[C@@H](c2ccc(C#N)cc2)C3)cc1,1,test
FC(F)Oc1cc2ccc(N3c4ccccc4Sc4ccc(-c5ccc(Cl)c(Cl)c5)cc43)cc2[nH]1,1,test
CC1(c2ccc3ncc(F)c(N4CC5CCN(C6(C)N=C(N)c7ccccc7S6)C5C4)c3n2)N=C(N)c2ccccc2S1,1,test
Cn1cnc2c1c(=O)n(C1(C#N)CCN(C3(C#N)CCN(c4ccccc4)CC3)CC1)c(=O)n2C,1,test
C=C[C@H]1CN2CCC1C[C@H]2N1Cc2ccccc2C1,1,test
Cc1c(-c2cc(=O)[nH][nH]2)oc2ccc(Br)cc12,1,test
Fc1ccc(-c2ccc(-c3cnc4ccc(-c5ccc(F)cc5)cc4c3[C@H]3Cc4c([nH]c5ccccc45)C(C4CCCCC4)N3)cc2)cc1,1,test
C[C@H]1CN(c2cc(Cl)ccc2-c2cc(Cl)ccc2-c2ccc(Cl)c(Cl)c2)C[C@@H](C)O1,1,test
Fc1ccc(C2CCN(c3ccc(F)cc3)C2)cc1,1,test
Clc1ccc(-c2nc3c4c(ccc3o2)CCN([C@@H]2Cc3ccccc3[C@H](c3ccc(Cl)c(Cl)c3)C2)CC4)cc1,1,test
O=C1OCc2cc(N3CCN(c4ccc5c(c4)CCN([C@@H]4C[C@@H]6CC[C@H](C4)N6c4ccc6c(c4)COC6=O)CC5)CC3)ccc21,1,test
N#Cc1ccc(-c2cn(-c3ccc(C#N)cc3)c3ccc(Cl)cc23)cc1,1,test
c1csc(-c2nc3cc(N4CCC[C@H](c5ncn6c5COc5c(C7CNC7)cccc5-6)C4)ccc3[nH]2)c1,1,test
N#Cc1ccc(N2[C@H]3CC[C@@H]2C[C@@H](N2[C@H]4CC[C@@H]2C[C@@H](N2[C@H]5CC[C@@H]2C[C@@H](N2CCCCC2)C5)C4)C3)cc1,1,test
c1cc(N2CC3CN(c4cccc5sccc45)C3C2)c2ccsc2c1,1,test
Fc1ccc(N2CCc3cc4nc(N5CC6CCN(C7CCN(c8ccc(F)cc8)CC7)C6C5)oc4cc3CC2)cc1,1,test
CS(=O)(=O)c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1,1,test
N#Cc1cccc(-c2cccc(C#N)c2)c1,1,test
CC(C)(Cc1cccc(Cl)c1Cl)CN1CCc2ccc(-c3cccc(Cl)c3Cl)cc2CC1,1,test
Fc1ccc(/C(=N\Oc2ccc(/C(=N/O[C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)c3ccc(F)c(F)c3)cc2)c2ccc(-c3ccc(/C(=N/Oc4cnc5ccccn45)c4ccc(F)c(F)c4)cc3)cc2)cc1F,1,test
Clc1ccccc1N1CC2CCN(c3ccc(N4CC5CCN(c6ccccc6Cl)C5C4)cn3)C2C1,1,test
Cc1cc(C#N)ccc1-c1ccc(C(C)(C)C)cc1NC1=NC[C@@]2(CN3CCC2CC3)O1,1,test
Clc1ccc(-c2[nH]c3ccccc3c2C2CCC(c3c(-c4ccc(Cl)c(Cl)c4)[nH]c4ccccc34)CC2)cc1Cl,1,test
C[C@@H]1CCCN1c1nc(N2CCC[C@H]2C)c2sc(N3CCC[C@H]3C)cc2n1,1,test
CN1CCC(c2ccc3nc([NH+]4CCC(c5ccc6nc(C7CCN(C)CC7)ccc6c5)CC4)ccc3c2)CC1,1,test
Cc1cc(Cl)cnc1[C@@H]1CC[C@H](C(=O)C(C)(C)O)N1,1,test
Cc1ccc(-c2ccc3ncc(F)c(-c4cc(F)ccc4N4CCC(c5cc(C)c(F)cn5)CC4)c3n2)cc1,1,test
Cc1c(-c2ccc(F)cc2)oc2ccc(Br)cc12,1,test
CCCS(=O)(=O)n1c2c(c3cc(-c4ccc5c(c4)C4(COC(N)=N4)C4(CC4)CO5)ccc31)CN(S(=O)(=O)c1ccc(C)cc1)CC2,1,test
Clc1ccc(-c2cccc(-c3cccc([C@H]4[C@@H]5CN(c6ccc(Cl)cc6)C[C@@H]54)c3)c2)cc1,1,test
Oc1ccc2ccccc2c1/N=N/c1c(-c2ccccc2)cc(Cl)cc1-c1cc(Cl)cc(-c2ccc(-c3ccc(Cl)cc3)cc2F)c1/N=N/c1c(O)ccc2ccccc12,1,test
Fc1cccc(-c2ccc(C(F)(F)F)cc2)c1F,1,test
N#Cc1ccc(N2CCC(C3N[C@@H](N4CCC(C5N[C@@H](N6CCCC6)Cc6c5[nH]c5ccccc65)CC4)Cc4c3[nH]c3ccccc43)CC2)cc1,1,test
Clc1cnc2nc(-c3nc4ncc(Cl)cc4o3)oc2c1,1,test
Clc1ccc([C@H]2[C@@H]3CN([C@H]4[C@@H]5CN([C@H]6[C@@H]7CN(c8ccc(Cl)cc8)C[C@@H]76)C[C@@H]54)C[C@@H]32)cc1,1,test
Cc1nc([C@@]2(c3cnn(C)c3)N[C@@H](c3cccc([C@@H]4[C@@H]5CN([C@@H]6[C@H](c7ccc(F)cn7)C7CCN6CC7)C[C@@H]54)c3)Cc3c2[nH]c2ccccc32)no1,1,test
CN1CCN(c2cccc3nonc23)CC1,1,test
CCN1CCC[C@H](c2cccc(N3CCC[C@H](c4ccccc4)C3)c2)C1,1,test
Cc1cc(-c2cc(C)nc(C3CCN(c4ccc(F)cc4)CC3)n2)nc(-c2ccc(F)cc2)n1,1,test
CS(=O)(=O)c1ccc(-c2ccccc2)c(-c2cc(S(C)(=O)=O)ccc2-c2ccc(C#N)cc2)c1,1,test
CC1(C)CC(N2CCN(c3ccc(-c4ccc5onc(C(C)(C)C)c5c4)cc3)CC2)CC(C)(C)N1,1,test
Cc1c([C@H]2CCc3cc(-c4ccc5c(c4C)COC5=O)ccc3C2)ccc2c1CCN([C@H]1CCc3cc(-c4ccc5c(c4C)COC5=O)ccc3C1)C2,1,test
CC1CCN(c2cc(Cl)c(N)cc2[C@]23CC[C@H](CC2)C3(C)C)CC1,1,test
CCS(=O)(=O)n1c2c(c3cc(OC(F)F)ccc31)CN(c1ccc(N3CCc4c(c5cc(N6c7ccccc7CCc7ccc(Cl)cc76)ccc5n4S(=O)(=O)CC)C3)cc1)CC2,1,test
Cc1cc([C@H]2C[C@@H]3CCC[C@H](C2)N3C)nc(C2CCN(c3cc(C)nc([C@H]4C[C@@H]5CCC[C@H](C4)N5C)n3)CC2)n1,1,test
Fc1ccc(-c2nc(-c3ccc(F)cc3)c3c(OC(F)F)cccc3n2)cc1,1,test
Cc1c(C)n(-c2ccc(Cl)c(F)c2)c2ncnc(-c3ccc(Cl)cc3)c12,1,test
FC(F)(F)c1ccc(N2CCN(c3ccc(C(F)(F)F)cc3Cl)CC2)c(Cl)c1,1,test
C1=C(c2ccc(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)o3)o2)c2ccccc2OC12CCNCC2,1,test
CC1(N2CCC3CN(c4c(F)cnc5ccc(-c6c(F)cnc7ccc(N8CCC9(CC8)Cc8cc(F)ccc8O9)nc67)nc45)CC32)N=C(N)c2ccccc2S1,1,test
Fc1ccc(-c2ccc(F)cc2F)c(F)c1,1,test
O=c1[nH]c2ccccc2n1C1CCN(c2cc(N3CCN(c4ccccc4)CC3)on2)CC1,1,test
Clc1cc(Cl)c2cc(C3CCCCN3)c3ccc(C4CCCCN4)cc3c2c1,1,test
Cc1cccc(C)c1C1(c2cccc(-c3cc(F)cc(C#N)c3)c2)CCc2cccc(-c3cc(F)cc(C#N)c3)c2C1,1,test
C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2cc(-c3ccc(F)c(-c4cc(Cl)cc(Cl)c4)c3)ccc2F)CO1,1,test
Fc1ccc(-c2ccc(F)c(F)c2)cc1F,1,test
Nc1nc(N2CCC(C3CCN(C45CCC(N6CCC(C7CCN(c8ccc(Br)cn8)CC7)CC6)(CC4)OC5)CC3)CC2)c2ccc(F)cc2n1,1,test
N#Cc1cnn2c(C(F)(F)F)cc(C(F)(F)F)nc12,1,test
CS(=O)(=O)c1ccc(-c2cc(S(C)(=O)=O)ccc2-c2cc(Cl)cc(Cl)c2)c(-c2ccc(-c3ccccc3)cc2)c1,1,test
Fc1ccc(F)c(C2=C[C@H](N3CC(c4cc(F)ccc4F)=C[C@@H]3c3ccc(Cl)c(Cl)c3)N(c3ccc(Cl)c(Cl)c3)C2)c1,1,test
C[C@H]1SC(N)=N[C@@]2(c3ccc(Cl)cc3)COC(c3cccc4c3C[C@H](C3C[C@H]5[C@@H](C)SC(N)=N[C@@]5(c5ccc(Cl)cc5)CO3)CO4)C[C@@H]12,1,test
FC(F)(F)CCN1CCC2(CC1)CCN(c1cccc(N3CCC4(CCN(CCC(F)(F)F)CC4)CC3)c1)CC2,1,test
O=C1OCc2cc(-c3ccc(Cl)cc3)ccc21,1,test
C[C@H](C1=C(CCN2CCC3(CC2)CCN([C@H]2CCCNC2)C3=O)Cc2cc(F)ccc21)[C@H]1CCCNC1,1,test
Cn1c(=O)n(-c2ccc(Cl)cc2Cl)c(=O)c2c1c(C#N)c(-c1ccc(Cl)cc1)n2-c1c(F)cnc2ccc(-c3ccc(Cl)cc3)nc12,1,test
Cc1cc(C#N)ccc1C(C)(C)C,1,test
CCCC[C@@H](CCO)O/N=C(/c1ccc(-c2ccc(/C(=N/Oc3cnc4ccccn34)c3ccc(F)c(F)c3)cc2)cc1)c1ccc(F)c(F)c1,1,test
Cc1nc([C@@]2(c3cnn(C)c3)N[C@@H](c3ccccc3)Cc3c2[nH]c2ccccc32)no1,1,test
CN1CC[C@H](c2cccc(-c3cccc(-c4cccc([C@H]5CCN(C)C[C@H]5O)c4)c3)c2)[C@H](O)C1,1,test
Cc1c(C)n(-c2ccc(Cl)c(F)c2)c2ncnc(-n3cc(-c4ccc(Cl)c(F)c4)c4ccc(Cl)cc43)c12,1,test
Cc1noc(-c2nc(-c3nc(N4CC(c5cc(F)ccc5F)=C[C@H]4c4ccc([N+](=O)[O-])cc4)cnc3C#N)cnc2C#N)n1,1,test
Fc1ccc([C@@H]2C[C@@H]3CC[C@H](C2)N3C2CCN(C3CCN(c4ccc(F)cc4Br)CC3)CC2)c(Br)c1,1,test
c1ccc2c(C34CCC(c5nc6ccccc6o5)(CC3)OC4)nccc2c1,1,test
NC1=NC2(CO1)c1cc(-c3ccc(N4[C@H]5CC[C@@H]4C[C@@H](N4[C@H]6CC[C@@H]4C[C@@H](N4CCCCC4)C6)C5)cc3)ccc1OCC21CC1,1,test
FC(F)(F)Oc1cccc(N2CCc3ccc(C(F)(F)F)cc3CC2)c1,1,test
CS(=O)(=O)c1ccc(-c2ccccc2)c(-c2cc(S(C)(=O)=O)ccc2-c2cnc(C#N)c(-c3ccccc3)n2)c1,1,test
CN(C)c1ccc(S(C)(=O)=O)cc1-c1ccc(S(C)(=O)=O)cc1-c1ccc(-c2ccccc2)cc1,1,test
Clc1ccc(-c2ccc(-c3ccc(-c4ccc(Cl)cc4)cc3)cc2)cc1,1,test
Cc1cccc(C)c1-c1nc(N2CCN(c3c(C)cccc3C)CC2)nc2cccc(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)cc3)c12,1,test
CC(C)(C)c1ccc(NC2=NC[C@@]3(CN4CCC3CC4)O2)c(NC2=NC[C@@]3(CN4CCC3CC4)O2)c1,1,test
c1ccc2c3c([nH]c2c1)[C@@H](C1CCOCC1)N[C@@H](C1CCCC1)C3,1,test
Cc1c(-c2ccc(-c3ccc(-c4cccc(C(F)(F)F)c4)cc3)cc2F)ccc2c1COC2=O,1,test
Clc1cccc(C23CCC(N4CC[C@]5(C[C@@H]5c5cccc(Cl)c5Cl)C4)(CC2)OC3)c1,1,test
CN1[C@H]2CCC[C@@H]1C[C@@H](c1ccc(Cl)c(Cl)c1)C2,1,test
O=S(=O)(c1ccc(-c2cccc(F)c2)cc1)N1CC[C@H]2C(N3CC[C@H]4C(c5ccccc5)CC[C@H]43)CC[C@H]21,1,test
CN1[C@@H]2CC[C@@H]1CC(N1CC[C@@]3(C[C@H]3N3CC[C@@]4(C[C@H]4c4ccccc4)C3)C1)C2,1,test
CC1(C)CC(COC(=N)c2ccc(-c3ccc(C(=N)Oc4ncnc5c4CNC5)s3)s2)CC(C)(C)N1,1,test
Clc1cc(Cl)c2cc(C3CCN(c4cc5c(Cl)cc(Cl)cc5c5cc(C6CCCCN6)ccc45)CC3)c3ccc(C4CCCCN4)cc3c2c1,1,test
Cc1ccc(C2CCN(c3ccc(C)cc3)CC2)cc1,1,test
Clc1cc([C@@H]2CN3CCC2CC3)ccc1-c1ccc2nonc2c1,1,test
Fc1ccc(N2CCCCC2)c(Br)c1,1,test
Cc1c(N2CCN(c3ccc(N4CCc5ccc(S(C)(=O)=O)cc5CC4)c(F)c3)CC2)oc2ccc(Br)cc12,1,test
Cc1cc(C#N)ccc1-c1cc(C(C)(C)C)ccc1C1CC(C)(C)NC(C)(C)C1,1,test
O=S(=O)(c1ccc(C2CC[C@@H]3[C@H]2CCN3c2ccccc2)cc1)N1CC[C@H]2C(c3cccc(F)c3)CC[C@H]21,1,test
N[C@H]1CCCC[C@H]1c1cccc(C2CCN(c3ccccc3)CC2)c1,1,test
N#Cc1cc(-c2cccc3ccccc23)ccc1F,1,test
CN1C[C@H](c2ccccc2)[C@@H](c2nc3c4c(ccc3o2)CCN(c2ccc(F)cc2)CC4)C1,1,test
CN1CCN(c2cccc(-n3cc(-n4cc(N5C[C@@H]6CC[C@H]5C6)c5cc(Cl)ccc54)c4cc(Cl)ccc43)c2)CC1,1,test
CCCN1CCC[C@H](c2ccc(I)cc2F)C1,1,test
c1ccc(C23CCC(c4ccccc4)(CC2)OC3)cc1,1,test
N#Cc1ccc(OC(F)F)c(N2CCc3c(C#N)cccc32)c1,1,test
CS(=O)(=O)c1ccc(-c2cc(Cl)ccc2-c2ccc3c(c2)COC3=O)c(-c2ccc(Cl)cc2-c2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c1,1,test
O=C1COc2ccccc2N1CCN1CCC(c2ccoc2)CC1,1,test
Clc1ccc(-c2ccc3c(-c4ccc5c(-c6ccnc7cc(-c8ccccc8)ccc67)ccnc5c4)ccnc3c2)cc1,1,test
c1ccc2c(c1)c1ccnc(C3CCOCC3)c1n2-c1nccc2c3ccccc3n(C3CCOCC3)c12,1,test
Clc1ccc(-c2ccc3c(c2)N(c2ccc4cc(-c5cc6ccc(-c7ccccc7)cc6[nH]5)[nH]c4c2)c2ccccc2S3)cc1Cl,1,test
CN1CCc2cccc3c2C1Cc1ccc(-c2nc(N4c5ccccc5Sc5ccc([C@H]6CC[C@H](c7ccc8c(c7O)-c7cccc9c7C(C8)N(C)CC9)CC6)cc54)c4ccccn24)c(O)c1-3,1,test
Clc1ccc(-c2ccc(C3=NOC[C@H](C4CCNCC4)N3)nc2-c2nc3cc4c(cc3o2)CCN(c2ccc(Cl)cc2)CC4)cc1,1,test
Fc1ccc(-c2ccc(-c3ccc4[nH]c(-c5ccc(-c6ccc(F)cc6)cc5)nc4c3)cc2)cc1,1,test
CN(C)c1ccc([C@H]2CCc3cc(N4CCN(CCCN5C(=O)COc6ccccc65)CC4)ccc3C2)cc1,1,test
Clc1ccc(-c2ccc(Cl)c(-c3cc(-c4ccccc4)ccc3Cl)c2)cc1-c1ccccc1,1,test
Clc1ccc(-c2ncc(N3CC4CC4(c4ccc(Cl)c(Cl)c4)C3)c(-c3ccc(C4=CC5(CCNCC5)Oc5ccccc54)cc3)n2)cc1Cl,1,test
CN1c2ccccc2C23CC4C(C5CC(C12)N4C(O)C5C(CCN)N1CCC(C)(C(F)(F)F)CC1)[C@H]3O,1,test
Fc1cccc(-c2ccc(-c3ccc(C45CCC(c6ccccc6)(CC4)CO5)nc3)nc2)c1,1,test
Cn1cc([C@@]2(c3noc(-c4ccccc4)n3)N[C@@H](N3CCC(O)(N4CCC5(CC4)Cc4cc(Cl)ccc4O5)CC3)Cc3c2[nH]c2ccccc32)cn1,1,test
NC1=NC2(CO1)c1cc(-c3ccc([C@H]4Cc5c([nH]c6ccccc56)[C@](c5cnn(-c6ccc7c(c6)C6(COC(N)=N6)C6(CC6)CO7)c5)(c5nn(-c6ccc7c(c6)C6(COC(N)=N6)C6(CC6)CO7)c(=O)o5)N4)cc3)ccc1OCC21CC1,1,test
CS(=O)(=O)c1ccc(-c2cc(S(C)(=O)=O)ccc2-c2cc(Cl)cc(Cl)c2)c(-c2ccc(-c3cc(Cl)cc(Cl)c3)cc2)c1,1,test
Cc1nc2ccccc2c(=O)n1-c1nc([C@@H]2C[C@@]23CCN(c2ccc(F)c(Cl)c2)C3)c2c(-n3c(C)nc4ccccc4c3=O)cccc2n1,1,test
FC(F)(F)n1c(N2Cc3ccccc3C2)cc2cc(Cl)ccc21,1,test
N#Cc1nc(-c2ccccc2)c(-c2ccccc2)c(-c2ccccc2)n1,1,test
Fc1cccc(-c2cccc(-c3cccc(-c4cccc(F)c4)c3)c2)c1,1,test
N#Cc1ccc(-c2cc3cc(F)ccc3[nH]2)nc1,1,test
NC1=NC2(CS1)c1cc([C@@H]3CC[C@H](OC(F)(F)F)N3)ccc1OCC21COC1,1,test
Cc1nc2ccccc2c(=O)n1-c1nc([C@@H]2C[C@@]23CCN(c2ccc(F)c(Cl)c2)C3)c2c(-c3cccc(Cl)c3)cccc2n1,1,test
Clc1cc2c(cc1C1(c3cc4c(cc3Cl)OCO4)CCOC3(CCCC3)C1)OCO2,1,test
c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,1,test
Cn1c(=O)n(-c2ccc(Cl)cc2Cl)c(=O)c2c1c(C#N)c(-c1ccc(Cl)cc1Cl)n2-c1ccc(Cl)cc1,1,test
Cc1cc(-c2cc(C)on2)no1,1,test
CC1(C)CC(c2ccc(-c3cccc(Cl)c3Cl)cc2)CC(C)(C)N1,1,test
N#Cc1ccc(N2CC[C@@H](N3CCC(C4N[C@@H](N5CCCC5)Cc5c4[nH]c4ccccc54)CC3)[C@@H](F)C2)cc1,1,test
Clc1ccc(-c2ccc3c(c2)N(c2ccccc2)c2ccccc2S3)cc1Cl,1,test
FC(F)(F)c1cc2c(s1)CCN1Cc3ccccc3CC21,1,test
Cc1ccc(-c2ccc(C3CCN(c4ccc(-c5ccc(C)cc5)cc4)CC3)cc2)cc1,1,test
FC(F)(F)O[C@H]1CCCNC1,1,test
O[C@H]1CCCC[C@@H]1c1cc(F)ccc1-c1ccccc1,1,test
