smiles,Mutagenicity,group
CC1(C)C(=O)N(Cl)C(=O)N1Cl,0,training
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,1,valid
N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,0,training
Cc1cc2ccccc2c2ccc3c(c12)CCC3=O,1,training
O=C(Cl)c1cccc(Cl)c1,1,training
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0,training
O=C(O)c1ccc(O)cc1O,0,training
Nc1ccc(F)cc1,1,valid
CC(C)(Br)C(=O)Nc1ccccc1,0,valid
Nn1c2ccccc2c2cnccc21,1,test
CC(Br)C(Br)CCl,1,valid
C=CCOc1ccccc1OCC(O)CNC(C)C,0,training
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0,training
ClC(Cl)C(Cl)Cl,0,training
CCCOc1ccc(N)cc1N,1,training
Cc1ccccc1[N+](=O)[O-],0,test
Nc1ccc(Cl)cc1,1,valid
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0,training
Cc1cc2ccccc2c2cc3c(cc12)C=CC(O)C3O,1,training
CC(=O)NO,1,training
CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,0,training
c1cc2ccc3ccc4ccc5cc(c1)c2c3c45,1,test
COc1c2ccc(O)cc2nc2occc12,0,training
O=[N+]([O-])c1ccc(/C=C/c2cccc(Cl)c2)cc1,1,training
CSCCl,1,training
Nc1ccc(NOS(=O)(=O)O)cc1Cl,1,training
Cc1ccc(NO)cc1C,1,training
Cc1cc(C)c2ccc3ccccc3c2c1,1,training
O=Nn1cnc(CC(=O)NO)c1,1,training
N#C/C(N)=C(\N)C#N,0,training
CS(=O)(=O)OC[C@@H](O)[C@H](O)COS(C)(=O)=O,1,training
O=C(O)/C=C/c1c[nH]cn1,0,training
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,0,training
CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1,1,valid
C1CCC2CCCCC2C1,0,valid
Cc1ccc2c(ccc3c4ccccc4ccc23)c1,1,test
Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,0,training
CCN(CCC#N)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1,test
COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,0,training
Nc1cc(Cl)cc(Cl)c1O,0,training
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,1,training
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,0,training
Clc1nncc2cnccc12,0,training
COC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,1,training
Nc1cccc2cc3ccccc3cc12,1,valid
CSCC(N)C(=O)O,0,training
CC(=O)[C@@H](C)O,0,training
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,0,test
O=C(O)c1cccc(C(=O)O)c1,0,training
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,0,training
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1,test
COc1c2cc3c(cc2nc2occc12)OCO3,1,training
C1=Cc2c3ccccc3cc3cccc1c23,1,training
CCCCC(=O)n1ncc(Cl)c(Cl)c1=O,0,training
O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1,1,training
CCCCC(=O)/N=c1\sn(C(=O)CCCC)c2ccc([N+](=O)[O-])cc12,1,training
COc1cc(N)c(C)cc1N,0,training
CC(=O)Nc1cccc(C)c1,0,training
COc1nncc2cnccc12,0,training
Cn1cnc2c(N)ncnc21,1,training
Cc1nc2ccc(N(C)C)c(C)c2nc1C,1,training
O=[N+]([O-])c1cc2c3ccccc3sc2c2ccccc12,1,training
CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,0,test
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0,valid
CC(C)C(=O)Nc1snc2cc(Cl)ccc12,0,training
C[C@H]1CN1,1,valid
N[C@@H](CCC(=O)N[C@@H](CS/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,1,training
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,0,training
CC(=O)Nc1snc2c(Cl)cc(Cl)cc12,0,training
Oc1cccc2ccc3[nH]c4ccc5ccccc5c4c3c12,0,valid
CCOCCOCC,1,training
O=C(/C=C/c1ccc([N+](=O)[O-])o1)N/N=C/c1ccc([N+](=O)[O-])o1,1,training
CCCCCC(O)/C=C/C=O,0,training
CCOc1ccc(NO)cc1,1,training
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,0,training
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,0,test
O=C(OC[C@H]1CO1)[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CO1,1,training
O=c1c(=O)c2cccc3cccc1c32,1,training
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,0,training
c1ccc2nc3ccccc3cc2c1,1,training
OC1c2ccccc2-c2ccc3ccccc3c2C1O,0,training
Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,1,valid
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,1,training
CNC[C@@H](O)c1cccc(O)c1,0,training
NC(CSC(F)(F)C(Cl)Cl)C(=O)O,0,training
COc1ccc2[nH]c(N)nc2c1,0,training
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,1,valid
NC(CCS/C(Cl)=C/Cl)C(=O)O,1,training
CCOC(=O)C[n+]1csc2ccccc21,0,training
CCOC(=O)OCC,0,training
NCCc1c[nH]c2ccc(O)cc12,0,training
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,0,training
O=NN1CCCN(N=O)CC1,1,training
O=[N+]([O-])c1cccc2c1-c1ccc3ccc4cccc5cc-2c1c3c45,1,training
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1,training
O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,0,training
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,0,test
COc1ccccc1NC(=O)c1csc([N+](=O)[O-])c1,1,valid
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,1,training
c1ccc([C@H]2CO2)cc1,1,valid
CN(C)CCCNc1c2ccccc2nc2ccccc12,1,valid
CC1CN(N=O)CC(C)O1,1,training
C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,1,training
FC(F)(Cl)C(F)(F)Cl,0,training
CC(C)(O)C1Cc2cc3ccc(=O)oc3cc2O1,1,training
O=[N+]([O-])c1ccc2nscc2c1,1,training
CCCCCCCCCCCC(=O)N(CCO)CCO,0,training
Fc1cc(F)c2ncccc2c1,1,training
CCNc1cccc(O)c1,1,training
Cc1cc2c(c3ccc4ccccc4c13)CC[C@H]2C,1,test
COc1cccc2c1OC1(C)OOC21C,1,valid
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,1,training
Cn1c(NO)nc2c3cccnc3ccc21,1,training
Oc1ccc2ccccc2n1,0,valid
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,1,training
Cc1ccc(N)c(O)c1,1,training
Nc1[nH]cnc2ncnc1-2,1,training
Cc1ccc(N)c(N)c1,1,training
c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1[C@H]1O[C@@H]21,1,training
C=CC(=O)OCCCCOC(=O)C=C,0,training
CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,0,training
C=C[C@@H](O)c1ccc2c(c1)OCO2,0,test
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,1,training
CC(=O)ON(C(C)=O)c1ccccc1C,0,training
OC=P(CO)(CO)CO,0,training
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,1,training
NC(=O)NCC(=O)O,0,test
CNCCO,0,test
CCN(CC)S(=O)(=O)c1ccc(N)cc1,0,training
CC[N+]([O-])(CC)CCn1nc2c3ccc(Cl)cc3sc3c(CO)ccc1c32,1,training
C/C=C\c1ccc(O)c(OC)c1,0,training
CCN(N)CC,0,training
O=C(O)C1OC(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)C(O)C(O)C1O,0,training
O=S1(=O)CCCCO1,1,training
CC1(c2ccccc2)/C(=N/c2ccccc2)c2ccccc2N1O,0,test
OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,0,valid
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1,training
CC(=O)O[C@H]1C[C@H](C)O[C@@H](C)O1,1,training
O=C1C=CC(=C(Cl)Cl)O1,1,training
CC(C)NCC(O)c1ccc(O)c(O)c1,0,training
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,1,training
ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,training
CCSCC[C@H](N)C(=O)O,0,training
c1cc2ccc3cc4c(c5ccc(c1)c2c35)CC[C@H]1O[C@@H]41,1,training
O=NN1CCC(Cl)CC1,1,training
ONc1[nH]cnc2ncnc1-2,1,training
CN(C)CCCNc1c2ccccc2nc2c(Cl)ccc([N+](=O)[O-])c12,1,training
c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,1,training
Nc1nc(N)nc(Cl)n1,0,training
Nc1cccc2ccccc12,1,training
O=C(Cl)OCc1ccccc1,0,training
COC1=C(OC)C(=O)C(C)=CC1=O,0,test
Nc1c2ccccc2nc2ccc(Br)cc12,1,training
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,0,training
O=[N+]([O-])C1CCCC1,1,test
CNC(=O)ON(C(C)=O)C(=O)NC,1,training
Oc1ncc(N(CCCl)CCCl)c(O)n1,1,training
CCCCCCCCCCCCCO,0,training
NNc1nncc2ccncc12,1,training
CC(C)COC(=O)Cc1ccccc1,0,training
CCCCCCCCCCCl,0,training
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,0,training
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,0,training
CC(=O)Cl,0,training
Clc1cccnc1Cl,1,valid
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,1,test
COc1ccc2c(OC)c3ccoc3nc2c1,1,training
COP(=O)(SC)SC,0,training
COCCOCCO,0,test
Nc1cc2ccccc2cc1N,1,valid
O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,1,training
CCOP(=O)(C#N)N(C)C,0,training
CC(C)(C)c1ccc(-c2ccc(NO)cc2)cc1,1,training
NC(=O)c1ccccc1[N+](=O)[O-],1,training
N#[N+][N-]CC(O)C[N-][N+]#N,1,training
COCCN(CCOC)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,1,training
FC(F)(F)c1ccc(CCl)cc1,0,training
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,0,training
OC1C=Cc2c(ccc3ccccc23)C1O,1,training
Clc1c2ccccc2cc2c1ccc1ccccc12,1,training
COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,1,training
CC(/C=C(/C#N)c1ccc(Br)cc1)C(c1ccccc1)C(C#N)c1ccc(Br)cc1,0,test
BrC[C@H]1CO1,1,test
CCN(C(=O)CCCCl)c1snc2ccccc12,0,test
CSCNc1ccccc1,1,training
O=C(Cl)OCCCl,0,training
CC(C)C(=O)Nc1snc2ccccc12,0,training
CC(=O)OCc1ccccc1[N+](=O)[O-],0,training
CN(C)N=Nc1ccccc1,1,training
CC(=O)Nc1nnc(-c2ccc([N+](=O)[O-])o2)s1,1,test
O=C(c1ccccc1)C1OC1c1ccc(-c2ccccc2)cc1,0,training
CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,0,valid
NC(Cc1ccc(O)cc1)C(=O)O,0,test
COC(=O)C(CSCCBr)NC(C)=O,1,training
O=C(CBr)c1ccc(-c2ccccc2)cc1,1,training
CC(=O)CC(=O)Nc1ccc(O)cc1,0,training
O=C1c2ccccc2-c2ccc3ccc4ccccc4c3c21,0,training
C/C=C(\C=C(C)\C=C(C)\C=C\C=C(/C)C(=O)[C@@]12O[C@@H]1[C@](O)(CCO)NC2=O)C(=O)OC,1,training
CC(=O)N1CNC(=O)N(C(C)=O)C1=O,0,training
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,0,training
N#Cc1cc([N+](=O)[O-])ccc1N=Nc1ccc(N(CCO)CCO)cc1,1,valid
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0,training
C=CCCCCCCCCCCCCC,0,training
Cc1cccc2cccc([N+](=O)[O-])c12,1,training
NC(=S)NNC(N)=S,0,training
ONc1ccc(N=Nc2ccccc2)cc1,1,training
CC(C)(C)CCCCCC(=O)OC[C@H]1CO1,1,test
Nc1nc(O)c2[nH]nnc2n1,0,training
CCCCOc1ccc(N=Nc2ccc(N(CC)CC)cc2)cn1,1,training
CCCC(=O)Nc1snc2cc(Cl)ccc12,0,training
O=[N+]([O-])c1cccc(S(=O)(=O)OC[C@H]2CO2)c1,1,training
O=C(O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,1,training
CCCCCC,0,valid
O=[N+]([O-])c1cccc2nc3cccc([N+](=O)[O-])c3nc12,1,training
ClCc1ccc2c(c1)-c1cccc3cccc-2c13,1,training
OCC(Cl)Cl,1,training
Cc1cc2nc3ccc(N(C)C)cc3[s+]c2cc1N,1,training
CC(=O)Nc1nc2c3cccnc3ccc2n1C,1,training
CC1=CC(=O)CC(C)(C)C1,0,training
N[C@@H](CCC(=O)O)C(=O)O,0,training
CC(=O)OCc1cocc2c(C=O)ccc1-2,1,training
CC(C)(Br)C(Br)CCl,0,training
Cc1ccccc1-c1nc2ccccc2o1,0,training
COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,0,training
CN(Cc1ccccc1)N=O,1,training
O=[N+]([O-])c1ccc2ccc3cccc4c3c2c1[C@@H]1O[C@H]41,1,training
Nc1c(F)cc(-c2cc(F)c(N)c(F)c2)cc1F,1,training
Cc1cc(C)cc(N=Nc2c(O)ccc3ccccc23)c1,0,training
Cc1cccc(C)c1NC(=O)CN1CCCC1=O,0,training
C=C[C@](C)(O)CCC=C(C)C,0,training
CC(=O)Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1,training
COc1ccc2nc3occc3c(OC)c2c1,1,training
CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,0,training
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,1,test
CC(=O)OCc1ccc2ccc3cccc4ccc1c2c34,1,training
c1cnc2c3c(ccc2c1)C1OC1CC3,0,test
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],0,valid
O=[N+]([O-])c1c(Cl)c(Cl)c2c(c1Cl)Oc1ccc(Cl)c(Cl)c1O2,1,training
Nc1ccc(CC(=O)O)cc1,1,valid
CCCSC(=O)Cl,1,training
O=S(=O)(O)c1ccc2c(N=Nc3ccccc3)c(O)ccc2c1,0,training
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,1,test
COCC12OOC1(C)c1ccccc1O2,1,training
Brc1ccc(CN2C3c4ccccc4-c4ccccc4C32)cc1,1,training
C1OCOCO1,0,training
CC1OC(OCC2OC(Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,0,test
Cc1ccc2c(C)c3ccccc3c(C)c2c1,1,training
Nc1snc2ccc([N+](=O)[O-])cc12,1,test
C/C=C/C1=CC(=O)C23CC2C(C)(C)OC3(O)C1=O,1,valid
FC(F)(F)[C@H](Cl)Br,0,training
NCCNCCNCCN,1,test
CN(C)c1ccc(N=Nc2ccccc2)cc1,1,valid
C=CCCCC[C@H]1CO1,1,training
NCCCN,0,training
ClCc1ccccc1CCl,0,training
Cn1cnc([N+](=O)[O-])c1-c1ccccc1,0,training
Cc1cc2c(cc1C)-c1ccccc1C2,0,valid
O=Nc1ccc2c(c1)Cc1ccccc1-2,1,training
Cc1ccc2c(c1Nc1ccccc1)C(=O)c1ccccc1C2=O,1,test
Nc1ccc(Oc2ccc(N)cc2)cc1,1,training
Cc1ccc([C@@H]2CO2)cc1,1,training
N=C1CCC(=N)c2c1c(O)c1ccccc1c2O,1,test
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,0,training
OC1c2cccc3ccc4c5ccccc5cc(c4c23)C1O,1,test
Oc1cc2cc3ccccc3c3ccc4cccc1c4c23,1,training
O=c1[nH][nH]c(=O)c2ccccc12,0,training
CC1=C[C@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,1,valid
Oc1ccc2c(c1)-c1cc3cccc4ccc5ccc-2c1c5c43,1,training
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Br)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,valid
c1ccc2c(c1)Nc1ccccc1S2,0,training
c1ccc2c(c1)c1ccc3ccc4ccc2c1c34,1,training
CCN(CC)c1ccc(-c2ccc(-c3ccc(N(CC)CC)cc3)cc2)cc1,1,test
c1ccc2c(c1)ccc1nc3ccc4ccccc4c3cc12,1,training
ClCCCl,1,training
COc1ccc2nc3cc(Cl)ccc3c(NCCCNCCCl)c2c1,1,training
COc1cc2nc3ccccc3c(O)c2cc1OC,1,training
C/C(C=O)=C(/Cl)C(=O)O,1,training
OCCN1CCNCC1,0,training
Cc1cc2ccccc2c2cc3ccccc3cc12,1,training
O=CC1C=COC=C1,0,training
CN(N)C=O,0,training
NC(=O)c1ccc([N+](=O)[O-])cc1,1,test
CCCC(=O)O,0,training
CC1=C(/C=C\C(C)=C\C=C/C(C)=C\CO)C(C)(C)CCC1,1,training
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)ccc2c1,0,training
Cn1c2ccccc2c2cc(N)ccc21,1,training
NC(=O)N=NC(N)=O,1,training
Nc1nc(O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,0,training
NCCNCCNCCNCCN,1,training
Oc1ncc2ccc3cccc4ccc1c2c34,0,training
COc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,1,training
CN(C)CCNC(=O)c1cccn2cc(-c3ccccc3)nc12,1,valid
C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](OC(=O)COc5ccc(N(CCCl)CCCl)cc5)CC[C@@]43C)[C@@H]1CCC(=O)N2,1,training
C[C@H]1CCOS(=O)(=O)O1,1,training
CCCC[C@@H](CC)COC(=O)CCCCC(=O)OC[C@H](CC)CCCC,0,valid
C=C1C[C@@]23CCC4[C@@](C)(CCC[C@@]4(C)C(=O)O)C2CCC1(OC(C)=O)C3,0,training
CN(C)c1ccc(N=Nc2ccc3ccccc3c2)cc1,1,training
COO,1,training
N[C@@H](CSCc1ccccc1)C(=O)O,0,training
SC(S)=N/C=C/N=C(S)S,0,valid
O=[N+]([O-])c1ccc(N(CCO)CCO)c(O)c1,1,training
CN(C)c1ccc(N(C)C)c2c1C(=O)c1c(O)ccc(O)c1C2=O,1,training
CC(=O)Nc1cc(N=Nc2ccc(C)c(NC(C)=O)c2)ccc1C,0,training
Cn1c(NS(=O)(=O)O)nc2c3nc(CO)cnc3ccc21,0,training
CC1CCCC2(C)CCCCC12O,0,training
O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,1,valid
Cc1ccc2nc3ccccc3c(N)c2c1,1,training
Cn1c(N)nc2c3nc(-c4ccccc4)c(-c4ccccc4)nc3ccc21,0,test
COC(F)(F)C(Cl)Cl,0,training
Nc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1,training
CC(=O)CCOOCCC(C)=O,0,training
c1ccc(C(c2ccccc2)c2ccccc2)cc1,0,training
Nc1ncnc2c1ncn2[C@@H]1CC[C@H](CO)O1,1,test
CN(Cc1ccc(C(=O)O)cc1)N=O,0,training
NC(CCCCNCC(N)C(=O)O)C(=O)O,0,training
CC1(C)CC2C(O)(C=C(C=O)C3(C=O)CC23C)C1,1,training
CCN1CCNC(=O)C1=O,0,training
O=C(O)/C=C/c1cccc([N+](=O)[O-])c1,1,training
O=[N+]([O-])c1cccc2oc3ccccc3c12,1,training
Cn1c(=O)c2nc[nH]c2n(C)c1=O,0,training
c1cnc2c(c1)C1OC1C1OC21,0,training
CCCOC(=O)c1ccc(O)cc1,0,training
CC(=O)N=C1C=CC(=O)C=C1,0,training
FCC(F)(F)F,0,training
O=c1c2ccccc2c2ccc3c4ccc5c6ccccc6c(=O)c6ccc(c7ccc1c2c73)c4c65,1,test
Nc1cc(Cl)cc(Cl)c1,0,valid
c1ccc2c(c1)OCCOCCOCCOCCO2,0,training
COc1cc([N+](=O)[O-])c(O)c(C(C)(C)C)c1,0,training
COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,0,training
COc1cc(O)c2c(c1)C1=CC(O)C(O)CC1(C)OC2=O,0,training
O=C1C=CC2=[N+]([O-])C(c3ccccc3)(c3ccccc3)/C(=N/c3ccccc3)C2=C1,0,training
O=C1C=C(CCl)C(O)O1,1,training
CCOc1ccc(N(O)C(C)=O)cc1,1,test
CC(C(=O)O)c1ccc(Oc2nccs2)cc1,0,training
CCC(=O)O,0,training
CCOC(=O)c1ccc(N(O)C=O)cc1,0,training
CCN=C=S,0,training
c1cnc2c(c1)ccc1cc[nH]c12,0,valid
OO[C@@H]1CCCc2ccccc21,1,training
C=C(Br)CBr,1,training
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0,training
Cc1ccc(O)c(O)c1,0,training
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,0,test
Nc1cccc(Cl)c1,0,training
CC/C=C/C=C/C=C/C=C/C=C/OCC(C)O,1,training
C=C1C/C(=C/C)C(=O)O[C@H]2CCN3CC=C(COC(=O)[C@@]1(O)CO)[C@H]23,1,training
COc1ccc(N)c2c1C(=O)c1ccccc1C2=O,1,training
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O,1,training
CC#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,1,training
c1ccc(P(c2ccccc2)c2ccccc2)cc1,0,training
O=C(NO)c1ccc2ccccc2c1,1,training
N#Cc1ccc2[nH]c(N)nc2c1,1,training
CC12OOC1Oc1ccccc12,1,training
Oc1ccc(Cl)c(Cl)c1Cl,0,training
Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,1,training
CCCCN(N=O)/C(C=O)=N/O,1,valid
CNc1ccc([N+](=O)[O-])cc1,1,training
C(CC[C@H]1CO1)C[C@H]1CO1,1,training
CC(C)CC=O,0,training
CC(=O)Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,1,test
CC(C)O,0,training
CCl,1,training
O=C1CNC(=O)N1,0,valid
O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,1,training
COc1ccc(CN(CC[N+](C)(C)[O-])c2ccccn2)cc1,0,training
Cc1ccc(N(N)c2ccc(C)cc2)cc1,1,training
Cc1cc(-c2cc3c(cc2F)n2c(=O)[nH]c(=O)cc2n3C2CC2)cc(C)n1,1,training
O=C(O)CCl,0,training
ClCC(Br)CCl,1,training
CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C/c3scnc3C)CSC12)c1csc(N)n1,0,training
CN(N=O)C(=O)c1c(N(C)N=O)ncn1C,1,training
c1ccc2c(c1)-c1cccc3cc4ccccc4c-2c13,1,training
Cc1ccccc1NC(=O)c1csc([N+](=O)[O-])c1,1,training
CC(=N)S,0,training
COc1nsc2cc(N)ccc12,1,training
Cc1cnc2c(C)cc3c(nc(N)n3C)c2n1,1,valid
Cc1cc2c(c3ccc4ccccc4c13)C(=O)CC2,1,training
O=[N+]([O-])c1ccc2ccc3cc4c(c5ccc1c2c35)CCCC4O,1,valid
CCCCCCC1CO1,0,training
c1ccc2c(c1)ccc1nc3c(ccc4ccccc43)cc12,1,valid
NNC(N)=O,0,test
CC1CC2c3cccc4c3c(cn4C3CCCC3)CC2N(C)C1,1,training
Nn1nnc2c3ccccc3nc-2c1O,1,training
N#[N+][N-]CC(O)C(O)C(O)C(O)CO,1,training
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1,valid
C(=N/N1Cc2[nH]c3ccccc3c2N=N1)\c1ccc(Oc2ccccc2)cc1,0,training
N#Cc1cccc(/C=C/c2ccc(N)cc2)c1,1,training
Cc1c2c(c(C)c3ccccc13)C1NC1c1ccccc1-2,1,valid
O=c1ccc2ccccc2o1,1,training
Clc1nncc2ncccc12,0,valid
O=NN1CCCCCCCCCCCC1,1,training
Cc1ccc(CN(C)N=O)cc1,0,training
CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)O,0,valid
CC(=O)Nc1ccc(Oc2ccc(N)cc2)cc1,1,training
NNc1ccccc1,1,training
O=C1c2ccccc2CCc2ccccc21,0,training
CC(C)(C)N,0,training
O=C1C=CC(=O)O1,0,valid
Cc1cccc2cccnc12,1,training
CCCC[C@H](CC)COC(=O)c1cccc(C(=O)OC[C@@H](CC)CCCC)c1,0,training
c1ccc(OC2CO2)cc1,1,training
CC(C)(C)c1cc(O)ccc1O,0,training
COc1cc2c(cc1O)CC1c3c(cc(OC)c(O)c3-2)CC[N+]1(C)C,0,training
CC/C=C/C=C/C=C/C=C/OCC(O)CO,1,valid
O=Nc1cccc(-c2ccccc2)c1,1,training
CCN(C(=O)CCCl)c1snc2ccccc12,1,training
Cc1cc2c(c3ccc4c(c13)C1OC1C(O)C4O)CCC2,1,training
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0,training
c1ccc(CSSCc2ccccc2)cc1,1,training
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,1,training
O=NN(CCCl)C(=O)NCCO,1,training
Cc1cc(N=Nc2ccccc2)c(N)cc1N,1,training
Cc1cc(C2(c3cc(C)c(O)cc3C)OS(=O)(=O)c3ccccc32)c(C)cc1O,0,valid
CCN(CC)S(=O)(=O)c1ccc(NC(C)=O)cc1,0,training
CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,1,training
O=C(Nc1cccc2c1C(=O)c1cccc(Cl)c1C2=O)c1ccccc1,1,training
CCCCCCCCCc1ccccc1C(CO)OS(=O)(=O)O,0,training
O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,0,valid
IC(I)I,1,training
ClCBr,1,training
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,0,valid
