smiles,ESOL_top20_6_brics_mol,group
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)c1c([N+](=O)[O-])cc(-c2c([N+](=O)[O-])cc(-c3cc([N+](=O)[O-])c(-c4cc(Cl)c(I)cc4Cl)c([N+](=O)[O-])c3)cc2[N+](=O)[O-])cc1[N+](=O)[O-],-1,test
Clc1cc(Cl)c(-c2nc(Cl)c(Cl)cc2Cl)nc1Cl,-1,test
CC12CCC(c3c([N+](=O)[O-])cc(NC4=C(Cl)C(=O)c5ccccc5C4=O)c(N)c3[N+](=O)[O-])CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(c3cc4c(N)nc(-c5cc(Cl)c(Cl)c(Cl)c5Cl)nc4c(-c4cc(Cl)c(Cl)c(Cl)c4Cl)c3-c3cc(Cl)c(Cl)c(Cl)c3Cl)CCC12,-1,test
CN1C(=S)c2cccnc2N(c2cc3c(N)nc(-c4cc(Cl)c(Cl)c(Cl)c4Cl)nc3c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c2-c2cc(Cl)c(Cl)c(Cl)c2Cl)c2ccccc21,-1,test
Cc1cc(C)c2c(n1)N(c1nc(N3c4ncccc4C(=O)Nc4c(C)cc(C)nc43)nc(N3c4ncccc4C(=O)Nc4c(C)cc(C)nc43)n1)c1ncccc1C(=O)N2,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(-c2cc(Cl)nc(N(C=O)NS(=O)(=O)c3ccccc3-c3cc(Cl)nc(N(C=O)NS(=O)(=O)c4ccccc4C4(O)CCC5C6CCC7=CC(=O)C=CC7(C)C6C(O)CC54C)n3)n2)n1,-1,test
Cc1cc(-c2ccc(Cl)cc2)cc2c1NC(=O)c1cccnc1N2c1ccc(Cl)cc1,-1,test
Clc1cc(-c2cccc3ccccc23)ccc1-c1c(Cl)cccc1Cl,-1,test
CN1C(=S)c2cccnc2N(c2ccc(Cl)cc2)c2ncccc21,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)OP(=S)(ON=C(C#N)c1ccccc1)Oc1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(C3(O)CCC4C5CCC6=CC(=O)C=CC6(C)C5C(O)CC43C)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5c(Cl)c(Cl)cc(Cl)c5Cl)c(-c5ccc6c(n5)N(c5ccc7c(n5)N(c5c(Cl)c(Cl)cc(Cl)c5Cl)c5ncccc5C(=O)N7)c5ncccc5C(=O)N6)cc4C2C3=O)O1,-1,test
Cc1c(Cl)c(=O)oc2ccc(-c3c([N+](=O)[O-])cc(-c4cc([N+](=O)[O-])c(-c5cc([N+](=O)[O-])c(-c6ccc7oc(=O)c(Cl)c(C)c7c6)c([N+](=O)[O-])c5)c([N+](=O)[O-])c4)cc3[N+](=O)[O-])cc12,-1,test
CN1C(=O)c2ccccc2N(c2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(-c4cc([N+](=O)[O-])c(-c5ccc(Cl)cc5Cl)c([N+](=O)[O-])c4)cc3[N+](=O)[O-])c([N+](=O)[O-])c2)c2ccccc21,-1,test
Cc1cc(-c2cccc(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2c1cccc(Cl)c1Cl,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cc6c(cc5C5(O)C(O)CC7C8CCC9=CC(=O)C=CC9(C)C8(F)C(O)CC75C)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)c(-c5cc6c(cc5C5(O)C(O)CC7C8CCC9=CC(=O)C=CC9(C)C8(F)C(O)CC75C)OCC5Oc7c(ccc8c7CC(C(=C)C)O8)C(=O)C65)cc4C2C3=O)O1,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(N4c5ccccc5N(C)C(=O)c5cccnc54)c4c(=O)cc(C)oc34)c3ccoc3c(N3c4ccccc4N(C)C(=O)c4cccnc43)c2o1,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(c3c([N+](=O)[O-])cc(-c4cc([N+](=O)[O-])c(-c5cc([N+](=O)[O-])c(C6CCC7C8CCC9=CC(=O)CCC9(C)C8C(O)CC67C)c([N+](=O)[O-])c5)c([N+](=O)[O-])c4)cc3[N+](=O)[O-])CCC12,-1,test
CCCCCCCCCCCC(=O)N1c2ncccc2C(=O)Nc2c(N3c4ncccc4C(=O)Nc4c(N5c6ncccc6C(=S)N(C)c6cccnc65)cc(C)nc43)cc(C)nc21,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1c(-c2c(Cl)cc(Cl)cc2Cl)c(-c2c(Cl)cc(Cl)cc2Cl)cc2c(N)nc(-c3c(Cl)cc(Cl)cc3Cl)nc12,-1,test
CC1=CC2C(CCC3(C)C2CCC3(c2cc([N+](=O)[O-])c(C3(c4ccc(Cl)c(Cl)c4Cl)CCC4C5C=C(C)C6=CC(=O)CCC6(C)C5CCC43C)c([N+](=O)[O-])c2)c2ccc(Cl)c(Cl)c2Cl)C2(C)CCC(=O)C=C12,-1,test
Nc1c(-c2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(-c4c(Cl)c(Cl)cc(Cl)c4Cl)c(N)c3[N+](=O)[O-])c([N+](=O)[O-])c2N)cc([N+](=O)[O-])c(-c2cc(Cl)c(Cl)cc2Cl)c1[N+](=O)[O-],-1,test
O=[N+]([O-])c1cc(-c2nc(C3CC4CC3C3CCCC43)nc(C3CC4CC3C3CCCC43)n2)cc([N+](=O)[O-])c1C1CC2CC1C1CCCC21,-1,test
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-1,test
Clc1cc(Cl)c(-c2ccc(-c3ccc(-c4c(Cl)cc(Cl)cc4Cl)cc3Cl)c(Cl)c2)c(Cl)c1,-1,test
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-1,test
CC12CCC(=O)C=C1CCC1C3CCC(O)(c4cc(Cl)nc(N(C=O)NS(=O)(=O)c5ccccc5-c5cc(Cl)nc(N(C=O)NS(=O)(=O)c6ccccc6-c6ccccc6S(=O)(=O)NN(C=O)c6nc(Cl)cc(-c7cc(Cl)ccc7Cl)n6)n5)n4)C3(C)CC(O)C12F,-1,test
Nc1c(-c2c([N+](=O)[O-])cc(C3CCCCC3)c(N)c2[N+](=O)[O-])cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(-c3c(Cl)cccc3Cl)c([N+](=O)[O-])c2N)c1[N+](=O)[O-],-1,test
Clc1ccc(-c2ccc(-c3ccc(-c4ccc(-c5c(Cl)c(Cl)cc(Cl)c5Cl)c(Cl)c4)cc3Cl)c(Cl)c2)c(Cl)c1,-1,test
Nc1nc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)nc2c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)c(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)cc12,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3nc(Cl)nc(-c4nc(Cl)nc(-c5c(Cl)cc(Cl)cc5Cl)n4)n3)CCC12,-1,test
O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])c(-c3ccc(Cl)cc3Cl)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c([N+](=O)[O-])c1,-1,test
O=CN(NS(=O)(=O)c1ccccc1-c1ccccc1S(=O)(=O)NN(C=O)c1nc(Cl)cc(-c2ccc(Cl)c(Cl)c2Cl)n1)c1nc(Cl)cc(-c2cc(Cl)nc(N(C=O)NS(=O)(=O)c3ccccc3-c3ccc(Cl)c(Cl)c3Cl)n2)n1,-1,test
O=C1c2ccccc2C(=O)N1P(=S)(Oc1ccc(Cl)c(Cl)c1)Oc1cc(Cl)c(I)cc1Cl,-1,test
Nc1c(-c2c(Cl)cccc2Cl)cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c1[N+](=O)[O-],-1,test
Clc1nc(-c2nc(Cl)nc(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)n2)nc(-c2nc(Cl)nc(-c3c(Cl)c(Cl)c(Cl)c(Cl)c3Cl)n2)n1,-1,test
Cc1cc(=O)c2c(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4ccoc4c(-c4ccc([N+](=O)[O-])cc4Cl)c4oc(C)cc(=O)c34)c2o1,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1cc(Cl)ccc1Cl,-1,test
Cc1cc(C)c2c(n1)N(c1c([N+](=O)[O-])cc(-c3c([N+](=O)[O-])cc(-c4cc([N+](=O)[O-])c(N5c6ncccc6C(=O)Nc6c(C)cc(C)nc65)c([N+](=O)[O-])c4N)cc3[N+](=O)[O-])cc1[N+](=O)[O-])c1ncccc1C(=O)N2,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(-c4cccc(Cl)c4Cl)c4c(=O)cc(C)oc34)c3ccoc3c(OP(=S)(ON=C(C#N)c3ccccc3)Oc3c(Cl)c(Cl)cc(Cl)c3Cl)c2o1,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1nc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)nc(C2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)n1,-1,test
O=C1Nc2ccc(-c3cc(Cl)ccc3Cl)nc2N(c2ccc3c(n2)N(c2ccc4c(n2)N(C2CCCCC2)c2ncccc2C(=O)N4)c2ncccc2C(=O)N3)c2ncccc21,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1cc(Cl)nc(N(C=O)NS(=O)(=O)c2ccccc2-c2cc(Cl)nc(N(C=O)NS(=O)(=O)c3ccccc3-c3cc(Cl)nc(N(C=O)NS(=O)(=O)c4ccccc4C4(O)CCC5C6CCC7=CC(=O)C=CC7(C)C6C(O)CC54C)n3)n2)n1,-1,test
Nc1nc(-c2cc(Cl)c(Cl)cc2Cl)nc2c(-c3nc(Cl)c(Cl)cc3Cl)c(-c3nc(Cl)c(Cl)cc3Cl)c(-c3nc(Cl)c(Cl)cc3Cl)cc12,-1,test
O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])c(-c3c(Cl)cccc3Cl)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1-c1c(Cl)cccc1Cl,-1,test
Clc1cc(Cl)c(-c2ccc(-c3ccc(-c4cc(Cl)c(I)cc4Cl)c(Cl)c3)cc2Cl)cc1Cl,-1,test
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-1,test
Cc1cc(-c2cc(C)c3c(c2)N(c2nc(Cl)c(Cl)cc2Cl)c2ncccc2C(=O)N3)cc2c1NC(=O)c1cccnc1N2c1cc(Cl)ccc1Cl,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(c3cc4c(N)nc(-c5nc(Cl)c(Cl)cc5Cl)nc4c(C4CCC5C6CCC7=CC(=O)CCC7(C)C6C(O)CC45C=O)c3-c3nc(Cl)c(Cl)cc3Cl)CCC12,-1,test
CC1=CC2C(CCC3(C)C2CCC3(NC2=C(Cl)C(=O)c3ccccc3C2=O)c2ccc(Cl)c(Cl)c2Cl)C2(C)CCC(=O)C=C12,-1,test
O=C1Nc2ccc(C3CCCCC3)nc2N(c2cc(Cl)ccc2Cl)c2ncccc21,-1,test
Cc1c(Cl)c(=O)oc2ccc(-c3cc([N+](=O)[O-])c(-c4cc(Cl)c(Cl)cc4Cl)c([N+](=O)[O-])c3)cc12,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)c1nc(-c2cc([N+](=O)[O-])c(C3(C)CCC4C5CCC6=CC(=O)CCC6(C)C5CCC43C)c([N+](=O)[O-])c2N)nc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)n1,-1,test
CC12C=CC(=O)C=C1CCC1C3CC(c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)C(O)(c4nc(Cl)nc(C5(O)C(c6c(Cl)c(Cl)c(Cl)c(Cl)c6Cl)CC6C7CCC8=CC(=O)C=CC8(C)C7(F)C(O)CC65C)n4)C3(C)CC(O)C12F,-1,test
O=C1Nc2ccc(Cl)cc2N(c2c([N+](=O)[O-])cc(-c3cc([N+](=O)[O-])c(-c4ccc(Cl)cc4Cl)c([N+](=O)[O-])c3)cc2[N+](=O)[O-])c2ncccc21,-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(c1ccc(Br)c(Cl)c1)c1ccc(-c2ccc(Br)c(Cl)c2)cc1Cl,-1,test
O=[N+]([O-])c1cc(-c2ccc3ccccc3c2)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(-c3ccc4ccccc4c3)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
CCN1C(=O)c2cccnc2N(c2ccc3c(n2)N(c2ccc4c(n2)N(c2ccc5c(n2)N(c2ccc(Cl)c(Cl)c2)c2ncccc2C(=O)N5)c2ncccc2C(=O)N4)c2ncccc2C(=O)N3)c2ncccc21,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cccc(Cl)c5Cl)c(-c5cc6c(cc5-c5c(Cl)c(Cl)c(Cl)c(Cl)c5Cl)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)cc4C2C3=O)O1,-1,test
CC1=CC2C(CCC3(C)C2CCC3(c2ccc(-c3ccc(Cl)cc3Cl)cc2Cl)N2c3cc(Cl)ccc3NC(=O)c3cccnc32)C2(C)CCC(=O)C=C12,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(c3cc(Cl)nc(N(C=O)NS(=O)(=O)c4ccccc4-c4ccccc4S(=O)(=O)NN(C=O)c4nc(Cl)cc(C5CCC6C7CCC8=CC(=O)CCC8(C)C7C(O)CC56C=O)n4)n3)CCC12,-1,test
O=[N+]([O-])c1cc(-c2nc(-c3ccc(Cl)c(Cl)c3)nc(C3CC4CC3C3CCCC43)n2)cc([N+](=O)[O-])c1-c1ccc(Cl)c(Cl)c1,-1,test
CC12CCC(NC3=C(Cl)C(=O)c4ccccc4C3=O)CC1CCC1C2CC(O)C2(C)C(C3=CC(=O)OC3)CCC12O,-1,test
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(-c3nc(NC4=C(Cl)C(=O)c5ccccc5C4=O)nc(-c4nc(Cl)nc(NC5=C(Cl)C(=O)c6ccccc6C5=O)n4)n3)c2cc1C,-1,test
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(c3nc(N)c4cc(C5CCC6C7CCC8=CC(=O)CCC8(C)C7C(O)CC56C=O)c(-c5nc(Cl)c(Cl)cc5Cl)c(-c5nc(Cl)c(Cl)cc5Cl)c4n3)CCC12,-1,test
Cc1c(Cl)c(=O)oc2ccc(-c3nc(-c4ccc5oc(=O)c(Cl)c(C)c5c4)nc(-c4c5occc5cc5ccc(=O)oc45)n3)cc12,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(-c4c5ccoc5c(-c5c(Cl)cc(Cl)cc5Cl)c5oc(C)cc(=O)c45)c4c(=O)cc(C)oc34)c3ccoc3c(-c3c(Cl)cc(Cl)cc3Cl)c2o1,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3nc(N)c4cc(C5CCC6C7CCC8=CC(=O)CCC8(C)C7CCC56C)c(-c5c(Cl)cc(Cl)cc5Cl)c(-c5c(Cl)cc(Cl)cc5Cl)c4n3)CCC12,-1,test
O=[N+]([O-])c1cc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)cc([N+](=O)[O-])c1-c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(-c3cccc4ccccc34)cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1,test
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-1,test
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)c1nc(N)c2cc(C3(O)C(C)CC4C5CC(F)C6=CC(=O)C=CC6(C)C5(F)C(O)CC43C)c(C3(O)C(C)CC4C5CC(F)C6=CC(=O)C=CC6(C)C5(F)C(O)CC43C)c(C3(O)CCC4C5CCC6=CC(=O)CCC6(C)C5C(O)CC43C)c2n1,-1,test
CC1=CC2C(CCC3(C)C2CCC3(C)c2ccc(-c3c(Cl)cccc3Cl)cc2Cl)C2(C)CCC(=O)C=C12,-1,test
Cc1cc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2c(n1)N(c1cc(C)nc3c1NC(=O)c1cccnc1N3C1CCC3C4CCC5=CC(=O)CCC5(C)C4CCC31C)c1ncccc1C(=O)N2,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(C4(O)C(O)CC5C6CCC7=CC(=O)C=CC7(C)C6(F)C(O)CC54C)c4c(=O)cc(C)oc34)c3ccoc3c(-c3c4ccoc4c(C4(O)C(O)CC5C6CCC7=CC(=O)C=CC7(C)C6(F)C(O)CC54C)c4oc(C)cc(=O)c34)c2o1,-1,test
Clc1nc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)nc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)n1,-1,test
Cc1cc(-c2ccc(Cl)c(Cl)c2Cl)c2c(n1)N(c1cc(C)nc3c1NC(=O)c1cccnc1N3c1cc(C)nc3c1NC(=O)c1cccnc1N3c1cc(Cl)c(Cl)c(Cl)c1Cl)c1ncccc1C(=O)N2,-1,test
Clc1cc(Cl)c(-c2nc(-c3cc(Cl)c(Cl)cc3Cl)nc(-c3c(Cl)cccc3Cl)n2)cc1Cl,-1,test
CC1=CC2C(CCC3(C)C2CCC3(c2cc([N+](=O)[O-])c(-c3cc([N+](=O)[O-])c(-c4ccc(Cl)c(Cl)c4Cl)c([N+](=O)[O-])c3)c([N+](=O)[O-])c2)c2ccc(Cl)c(Cl)c2Cl)C2(C)CCC(=O)C=C12,-1,test
Nc1nc(-c2cc(Cl)c(Cl)cc2Cl)nc2c(-c3cccc(Cl)c3Cl)c(-c3cccc(Cl)c3Cl)c(-c3cc(Cl)c(Cl)cc3Cl)cc12,-1,test
Cc1cc(-c2ccc(Cl)cc2)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1c(Cl)cc(Cl)cc1Cl)c1ncccc1C(=O)N2,-1,test
COc1ccc(Cl)cc1Cl,-1,test
Nc1c(-c2cc([N+](=O)[O-])c(-c3cccc4ccccc34)c([N+](=O)[O-])c2N)cc([N+](=O)[O-])c(-c2ccc(-c3ccc(Br)c(Cl)c3)c(Cl)c2)c1[N+](=O)[O-],-1,test
O=[N+]([O-])c1cc(-c2cc([N+](=O)[O-])c(-c3c([N+](=O)[O-])cc(-c4ccc(Cl)cc4Cl)cc3[N+](=O)[O-])c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1-c1ccc(Cl)cc1Cl,-1,test
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)c1ccc(-c2cc(Cl)c(Br)cc2Cl)c(Cl)c1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(-c5cc6c(cc5-c5cc7c(cc5-c5ccc([N+](=O)[O-])cc5Cl)OCC5Oc8c(ccc9c8CC(C(=C)C)O9)C(=O)C75)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)cc4C2C3=O)O1,-1,test
Nc1c(-c2c([N+](=O)[O-])cc(-c3c([N+](=O)[O-])cc(-c4c(Cl)cccc4Cl)c(N)c3[N+](=O)[O-])c(N)c2[N+](=O)[O-])cc([N+](=O)[O-])c(-c2ccc(Cl)cc2Cl)c1[N+](=O)[O-],-1,test
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(c1ccc(Br)c(Cl)c1)c1ccc(-c2ccc(Br)c(Cl)c2)c(Cl)c1,-1,test
NS(=O)(=O)c1nc2ccc(-c3ccc(Cl)cc3Cl)cc2s1,-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cc6c(cc5-c5cccc(Cl)c5Cl)OCC5Oc7c(ccc8c7CC(C(=C)C)O8)C(=O)C65)c(-c5ccc(Cl)cc5Cl)cc4C2C3=O)O1,-1,test
Nc1c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c(N)c2[N+](=O)[O-])c1[N+](=O)[O-],-1,test
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(-c5cc6c(cc5C5(O)CCC7C8CCC9=CC(=O)C=CC9(C)C8C(O)CC75C)C5C(=O)c7ccc8c(c7OC5CO6)CC(C(=C)C)O8)c(-c5cc6c(cc5C5(C)CCC7C8CCC9=CC(=O)CCC9(C)C8CCC75C)OCC5Oc7c(ccc8c7CC(C(=C)C)O8)C(=O)C65)cc4C2C3=O)O1,-1,test
O=C1Nc2ccc(-c3cccc(Cl)c3Cl)nc2N(c2cccc(Cl)c2)c2ncccc21,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OP(=S)(OC3(O)CCC4C5CCC6=CC(=O)CCC6(C)C5C(=O)CC43C)N3C(=O)c4ccccc4C3=O)CCC12,-1,test
CC1=CC2C(CCC3(C)C2CCC3(c2cccc3ccccc23)c2cccc3ccccc23)C2(C)CCC(=O)C=C12,-1,test
O=C1c2ccccc2C(=O)N1P(=S)(Oc1cc([N+](=O)[O-])c(OP(=S)(Oc2c(Cl)cc(Cl)cc2Cl)N2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1)Oc1c(Cl)cc(Cl)cc1Cl,-1,test
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1Cl,-1,test
Cc1cc(-c2cc(C)c3c(c2)N(c2cccc(Cl)c2Cl)c2ncccc2C(=O)N3)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1cccc(Cl)c1Cl)c1ncccc1C(=O)N2,-1,test
Clc1nc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)nc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)n1,-1,test
Clc1cc(-c2c(Cl)cccc2Cl)c(Cl)cc1Br,-1,test
Cc1cc(=O)c2c(-c3c4occc4c(-c4c5occc5c(C5CCC6C7CCC8=CC(=O)CCC8(C)C7CCC56C)c5c(=O)cc(C)oc45)c4c(=O)cc(C)oc34)c3ccoc3c(-c3cc(Cl)c(I)cc3Cl)c2o1,-1,test
CC12CCC(=O)C=C1CC(c1cc([N+](=O)[O-])c(-c3cc([N+](=O)[O-])c(-c4cc([N+](=O)[O-])c(-c5ccc(Br)c(Cl)c5)c([N+](=O)[O-])c4N)c([N+](=O)[O-])c3N)c([N+](=O)[O-])c1N)C1C2CCC2(C)C1CCC21CCC(=O)O1,-1,test
Cc1cc(-c2cccc(Cl)c2Cl)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1c(Cl)cccc1Cl)c1ncccc1C(=O)N2,-1,test
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)c1nc(C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(=O)CC32C)nc(C2(O)CCC3C4CCC5=CC(=O)CCC5(C)C4C(=O)CC32C)n1,-1,test
Cc1cc(-c2cc(C)nc3c2NC(=O)c2cccnc2N3c2cc(Cl)c(Cl)c(Cl)c2Cl)c2c(n1)N(c1ccc(Cl)cc1)c1ncccc1C(=O)N2,-1,test
Cc1cc(-c2cc(C)c3c(c2)N(C2CC4CC2C2CCCC42)c2ncccc2C(=O)N3)cc2c1NC(=O)c1cccnc1N2c1cc(C)c2c(c1)N(c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)c1ncccc1C(=O)N2,-1,test
Clc1ccc(-c2cccc3ccccc23)cc1,-1,test
Cc1cc(=O)c2c(-c3ccc(Cl)cc3)c3ccoc3c(-c3c4ccoc4c(-c4ccc(Cl)cc4Cl)c4oc(C)cc(=O)c34)c2o1,-1,test
Clc1cccc(Cl)c1-c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-1,test
O=C1Nc2ccc(-c3cc(Cl)ccc3Cl)nc2N(c2ccc3c(n2)N(c2ccc4c(n2)N(c2cc(Cl)ccc2Cl)c2ncccc2C(=O)N4)c2ncccc2C(=O)N3)c2ncccc21,-1,test
Nc1nc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)nc2c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)c(-c3cc(Cl)c(Cl)c(Cl)c3Cl)cc12,-1,test
CN1C(=O)c2cccnc2N(c2ccc(-c3ccc(-c4ccc(C5CCCCC5)c(Cl)c4)cc3Cl)c(Cl)c2)c2nc(Cl)ccc21,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(c3nc(N)c4cc(C5CCC6C7CCC8=CC(=O)CCC8(C)C7CCC56C)c(-c5cc(Cl)c(F)c(Cl)c5F)c(-c5cc(Cl)c(F)c(Cl)c5F)c4n3)CCC12,-1,test
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)c1cc([N+](=O)[O-])c(C2(O)C(c3cc([N+](=O)[O-])c(C4(O)C(O)CC5C6CCC7=CC(=O)C=CC7(C)C6(F)C(O)CC54C)c([N+](=O)[O-])c3)CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC32C)c([N+](=O)[O-])c1,-1,test
Clc1cc(-c2ccc(-c3c(Cl)cc(Cl)c(Cl)c3Cl)c(Cl)c2)ccc1-c1ccc(Cl)c(Cl)c1Cl,-1,test
Cc1cc(=O)c2c(-c3ccc(Cl)c(Cl)c3Cl)c3ccoc3c(-c3c4occc4c(-c4c5occc5c(-c5ccc(Cl)c(Cl)c5Cl)c5c(=O)cc(C)oc45)c4c(=O)cc(C)oc34)c2o1,-1,test
Cc1cc(OP(=S)(ON=C(C#N)c2ccccc2)Oc2cc(C)c3c(c2)N(c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c2ncccc2C(=O)N3)cc2c1NC(=O)c1cccnc1N2c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-1,test
CCCCCCCCC(=O)N1c2cc(N3c4cc(-c5cc(C)c6c(c5)N(C5(O)CCC7C8CCC9=CC(=O)CCC9(C)C8C(O)CC75C)c5ncccc5C(=O)N6)cc(C)c4NC(=O)c4cccnc43)cc(C)c2NC(=O)c2cccnc21,-1,test
Nc1c(-c2ccc(Br)c(Cl)c2)cc([N+](=O)[O-])c(-c2cccc3ccccc23)c1[N+](=O)[O-],-1,test
CC12CCC(c3nc(-c4ccc(Cl)c(Cl)c4)nc(-c4c(Cl)c(Cl)c(Cl)c(Cl)c4Cl)n3)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,-1,test
